	sentiment	text	org_text	perplexity	sent_predicted_label	sent_predicted_score	sentiment_conv	sent_predicted_label_conv	text_del_stop_words
0	[negative]	 Die Zimmermädchen und Bedienungen im Restaurant waren sehr nett und bemüht aber das Essen war sehr schlecht. Es gab jeden Tag das selbe und immer das gleiche. Die Auswahl an Speisen war sehr gering und immer das gleiche. Die Auswahl an Obst war auch nicht sehr groß. Man musste sich immer die Teller selbst holen. Es gab nur eine Sorte Obst und eine Sorte Gemüse. Das Essen war immer das selbe. Das Fleisch war oft roh und das Gemüse war immer sehr fettig. Das Salatbuffet war sehr schlecht. Es gab jeden Tag das selbe und das Essen war sehr	Die Zimmermädchen und Bedienungen im Restaurant waren sehr nett und sehr bemüht. Der Service an der Rezeption hat uns sehr geärgert. Wir kamen dreimal mit dem gleichen Anliegen und jeder wollte es weitergeben, nur keiner wusste Bescheid und nichts ist passiert. Für eine Umbuchung von einem Zimmer wollten sie dann noch 30 € haben, obwohl wir vorher eine Mail mit unseren Wünschen geschrieben hatten. Im großen und Ganzen war dieser Bereich also sehr! unfreundlich.	1.0968014285712664	NEGATIVE	3.443591833114624	0	0	Zimmermädchen Bedienungen Restaurant nett bemüht Essen schlecht . gab Tag selbe immer gleiche . Auswahl Speisen gering immer gleiche . Auswahl Obst groß . immer Teller holen . gab Sorte Obst Sorte Gemüse . Essen immer selbe . Fleisch oft roh Gemüse immer fettig . Salatbuffet schlecht . gab Tag selbe Essen
1	[negative]	 Vom Sportangebot haben wir außer immer 13.00Uhr am Pool Ärobic nicht genutzt. Die Animation war aber sehr schlecht. Der Pool war sehr dreckig und wurde auch nicht gesäubert. Am Strand gab es nicht genügend Liegen. Am Strand gab es keine Auflagen. Der Strand war auch nicht sauber. Die Liegen waren teilweise dreckig und die Auflagen teilweise nicht ausreichend. Am Strand gab es keine Auflagen. Am Strand gab es keine Sonnenschirme. Es gab nur einen kleinen Kinderpool. Dieser war nicht sauber. Der Pool war sehr klein. Es gab nur einen Kinderpool.	Vom Sportangebot haben wir außer immer 13.00Uhr am Pool Ärobic mit lautstarker Musik nichts mitbekommen, hatten aber auch mehrere Ausflüge gebucht, sodas dafür nicht viel Zeit gewesen wäre. Billardtische, die ab 16.00Uhr kostenlos genutzt werden konnten waren meist belegt! Logisch sonst war im Hotel an Animation und Unterhaltung nicht viel los. Abends war die Animation sehr laut und nur für Idioten gedacht manche machten sich regelmäßig zum Affen aber bitte wer´s mag.	1.2178830598419397	NEGATIVE	3.2347733974456787	0	0	Sportangebot außer immer 13.00Uhr Pool Ärobic genutzt . Animation schlecht . Pool dreckig wurde gesäubert . Strand gab genügend Liegen . Strand gab Auflagen . Strand sauber . Liegen teilweise dreckig Auflagen teilweise ausreichend . Strand gab Auflagen . Strand gab Sonnenschirme . gab kleinen Kinderpool . sauber . Pool klein . gab Kinderpool .
2	[negative]	 Es wird eigtl sehr wenig Deutsch gesprochen. Sehr viele verstehen nur schlecht Deutsch.Zimmerreinigung sehr schlecht.Bei Beschwerden wird nur nach Beschwerden gerügt.Der Hotelmanager war unfreundlich und nicht hilfsbereit.Die Zimmer wurden nie gereinigt.Bei Beschwerden wurde nie versucht die Mängel zu beheben.Es gab keine Kinderbetreuung.Das Animationsteam war sehr schlecht.Die Kinderdisco war schlecht.Die Animateure waren total überfordert.Der Pool war dreckig.Das Essen war nicht gut.Es gab keine Abwechslung.Das Personal war sehr unfreundlich.Es gab keine Möglichkeit sich zu	Es wird eigtl sehr wenig Deutsch gesprochen. Sehr viele verstehen einen nicht. Das Putzpersonal kam jeden morgen so ca um Uhr ins Zimmer öffnete die Tür und schloss sie wieder wenn sie einen schlafen sah, trotzdem wurde man natürlich wach und konnte schwer wieder einschlafen, da manche erst von ihrer Partynacht nach hause kamen und auf den Fluren brüllten. -.-	1.0722024888176571	NEGATIVE	3.3790206909179688	0	0	eigtl wenig Deutsch gesprochen . viele verstehen schlecht Deutsch.Zimmerreinigung schlecht.Bei Beschwerden Beschwerden gerügt.Der Hotelmanager unfreundlich hilfsbereit.Die Zimmer wurden nie gereinigt.Bei Beschwerden wurde nie versucht Mängel beheben.Es gab Kinderbetreuung.Das Animationsteam schlecht.Die Kinderdisco schlecht.Die Animateure total überfordert.Der Pool dreckig.Das Essen gut.Es gab Abwechslung.Das Personal unfreundlich.Es gab Möglichkeit
3	[positive]	 Wunderschöner Urlaub, wir kommen wieder Sehr freundlich eingerichtetes Hotel, wunderschöne, saubere Zimmer, tolles Essen, freundliches Personal, das Hotel ist sehr zu empfehlen, sehr zu empfehlen! Sehr empfehlenswertes Hotel für einen Urlaub in Bulgarien! Wir kommen wieder!Das Hotel ist sehr zu empfehlen! Wir kommen wieder!Sehr zu empfehlenes Hotel! Wir kommen wieder!Sehr zu empfehlenes Hotel!Wir kommen wieder!Sehr zu empfehlenes Hotel!Sehr zu empfehlenes Hotel!Sehr zu empfehlenes Hotel!Wir kommen wieder!Sehr zu empfehlenes Hotel!Wir kommen wieder!Sehr zu empfehlen	Wunderschöner Urlaub, wir kommen wieder Sehr freundlich eingerichtetes Hotel, wunderschöne, traumhafte Anlagen, sehr sauber, die Zimmer wurden 2x täglich gereinigt, habe ich in noch keinem Hotel erlebt! Sehr viele Russen, manche konnten sich nicht benehmen, aber das ist ja nur zu gut bekannt... Besonders gefallen haben mir die Poolanlagen, einfach traumhaft! Also ich kann dieses Hotel nur weiter empfehlen und werde auch nächstes Jahr dort wieder zu Gast sein.	1.0961722165140129	POSITIVE	3.9657974243164062	1	1	Wunderschöner Urlaub , kommen freundlich eingerichtetes Hotel , wunderschöne , saubere Zimmer , tolles Essen , freundliches Personal , Hotel empfehlen , empfehlen ! empfehlenswertes Hotel Urlaub Bulgarien ! kommen ! Hotel empfehlen ! kommen ! empfehlenes Hotel ! kommen ! empfehlenes Hotel ! kommen ! empfehlenes Hotel ! empfehlenes Hotel ! empfehlenes Hotel ! kommen ! empfehlenes Hotel ! kommen ! empfehlen
4	[positive]	 Animationen tagsüber haben wir nicht gesucht und zum Glück auch nicht genutzt. Die Animateure waren sehr nett und haben sich Mühe gegeben. Die Animation war nicht aufdringlich und sehr gut. Die Kinderdisco am Abend war sehr schön und die Animateure haben immer für Spaß gesorgt. Am Strand war die Poolbar immer gut gefüllt und man konnte sich auch immer etwas holen. Die Poolbar ist sehr zu empfehlen und hat immer ein Lächeln auf den Lippen. Wir haben uns immer sehr wohl gefühlt und werden auf jeden Fall wieder kommen. Die Animation war immer gut und die	Animationen tagsüber haben wir nicht gesucht und zum Glück auch nicht bekommen. Der Indoorpool war nur für Spa-Kunden zugänglich. Dafür aber drei Außenpools für alle. Die abendlichen Veranstaltungen in der Bar waren teilweise etwas laut und somit im Zimmer trotz geschlossener Türen zu hören.	1.1565800645645032	POSITIVE	3.9336941242218018	1	1	Animationen tagsüber gesucht Glück genutzt . Animateure nett Mühe gegeben . Animation aufdringlich gut . Kinderdisco Abend schön Animateure immer Spaß gesorgt . Strand Poolbar immer gut gefüllt konnte immer holen . Poolbar empfehlen immer Lächeln Lippen . immer wohl gefühlt Fall kommen . Animation immer gut
5	[positive]	 Familiär und freundlich In diesem sehr familiär geführten Hotel haben wir uns sehr wohl gefühlt. Das Personal war stets freundlich und hilfsbereit. Das Essen war sehr abwechslungsreich und sehr lecker. Das Personal an der Rezeption war stets sehr hilfsbereit und freundlich. Das Personal an der Bar und im Restaurant war immer sehr zuvorkommend und nett. Das Hotel ist zu empfehlen. Es ist ein sehr schönes Hotel mit sehr freundlichem und hilfsbereitem Personal. Die Zimmer wurden täglich gereinigt und waren immer sauber. Wir hatten einen sehr schönen Urlaub und können das Hotel nur weiterempfehlen. Das Personal an der Rezeption	Familiär und freundlich In diesem sehr familiär geführten Hotel haben wir uns volle Wochen lang rundum wohl gefühlt. Beeindruckend war die große, nie aufdringliche Freundlichkeit und professionelle Hilfsbereitschaft des Personals. Auch die Sauberkeit des Zimmers und die regionale Vielfalt des Frühstücks-Büffets ließen keine Wünsche offen. Das Haus ist seinen Preis auf jeden Fall wert.	1.1117487074370889	POSITIVE	3.9098501205444336	1	1	Familiär freundlich familiär geführten Hotel wohl gefühlt . Personal stets freundlich hilfsbereit . Essen abwechslungsreich lecker . Personal Rezeption stets hilfsbereit freundlich . Personal Bar Restaurant immer zuvorkommend nett . Hotel empfehlen . schönes Hotel freundlichem hilfsbereitem Personal . Zimmer wurden täglich gereinigt immer sauber . schönen Urlaub Hotel weiterempfehlen . Personal Rezeption
6	[positive]	 Zimmer war schön groß und auch sehr sauber. Die Badewanne war auch sehr schön und es gab einen kleinen Spiegel. Die Betten waren beqüm und die Matratzen sehr beqüm. Es gab auch einen kleinen Fernseher mit einem deutschen Programm. Im Zimmer gab es einen Safe. Im Bad gab es einen Fön. Im Zimmer gab es eine Klimaanlage. Im Zimmer gab es einen Kühlschrank. Im Zimmer gab es einen Safe. Im Zimmer gab es einen kleinen Kühlschrank. Im Zimmer gab es einen Telefon. Im Zimmer gab es einen Kühlschrank. Im Zimmer gab es einen kleinen	Zimmer war schön groß und auch sehr sauber. Die Badewanne war zwar bisl veraltet aber trotzdem alles sehr sauber	1.0465256779573755	POSITIVE	3.908372163772583	1	1	Zimmer schön groß sauber . Badewanne schön gab kleinen Spiegel . Betten beqüm Matratzen beqüm . gab kleinen Fernseher deutschen Programm . Zimmer gab Safe . Bad gab Fön . Zimmer gab Klimaanlage . Zimmer gab Kühlschrank . Zimmer gab Safe . Zimmer gab kleinen Kühlschrank . Zimmer gab Telefon . Zimmer gab Kühlschrank . Zimmer gab kleinen
7	[negative]	 Leider nicht mehr das was es mal war Das Hotel ist in einem sehr schlechten Zustand. Die Zimmer sind dreckig und das Essen ist nicht mehr das was es mal war. Die Animation ist eine Frechheit. Die Poolanlage ist total verdreckt und das Personal unfreundlich. Das Personal an der Rezeption ist total unfreundlich. Das Hotel ist in einem sehr schlechten Zustand. Die Zimmer sind dreckig und das Essen ist nicht mehr das was es mal war. Die Animation ist eine Frechheit. Die Poolanlage ist total verdreckt und das Personal un	Leider nicht mehr das was es mal war Das Hotel ist leider sehr in die Jahre gekommen, schade, dass hier nicht für die Aufrechterhaltung Geld investiert wird. Schade ist auch dass der Strand des Hotels ziehmlich verbaut wurde, hier ist die Schwimmweite und Breite gemeint.	1.075695118867032	NEGATIVE	3.427459478378296	0	0	Leider mehr mal Hotel schlechten Zustand . Zimmer dreckig Essen mehr mal . Animation Frechheit . Poolanlage total verdreckt Personal unfreundlich . Personal Rezeption total unfreundlich . Hotel schlechten Zustand . Zimmer dreckig Essen mehr mal . Animation Frechheit . Poolanlage total verdreckt Personal un
8	[positive]	 Gutes Hotel mit guter Lage Toller Badeurlaub. Das Hotel liegt direkt am Strand. Das Personal ist freundlich und hilfsbereit. Die Zimmer sind sehr sauber und die Anlage ist gepflegt. Das Essen ist sehr abwechslungsreich und lecker. Das Personal ist sehr nett und zuvorkommend. Die Animation ist sehr vielseitig und bietet verschiedene Aktivitäten an. Wir haben uns sehr wohl gefühlt und können das Hotel nur weiterempfehlen. Es ist ein sehr schönes Hotel mit einer tollen Lage. Wir haben uns sehr wohl gefühlt und können das Hotel nur weiterempfehlen. Wir werden wieder kommen. Danke an das gesamte Team. Wir waren sehr	Gutes Hotel mit guter Lage Toller Badeurlaub. Das Hotel liegt nahe der Fußgängerzone und nahe zum Strand. Der Service war gut und freundlich, die Gastronomie sehr abwechslungsreich und gut. Poollandschaft ist sehr großzügig und es standen genügend Liegen zur Auswahl, Animation ist vorhanden, aber nie aufdringlich, abends wird immer ein Programm geboten. Wer dieses Hotel bucht sollte für ein normal großes Zimmer unbedingt mit Poolblick buchen, da die anderen Zimmer zur Seitenstraße gelegen sind und die Aussicht nicht gut ist. Wer ein größeres Zimmer möchte muss eine Suite buchen.Uns hat es hier sehr gut gefallen und wir können das Hotel nur empfehlen.	1.0750668812781976	POSITIVE	3.963956594467163	1	1	Gutes Hotel guter Lage Toller Badeurlaub . Hotel liegt direkt Strand . Personal freundlich hilfsbereit . Zimmer sauber Anlage gepflegt . Essen abwechslungsreich lecker . Personal nett zuvorkommend . Animation vielseitig bietet verschiedene Aktivitäten . wohl gefühlt Hotel weiterempfehlen . schönes Hotel tollen Lage . wohl gefühlt Hotel weiterempfehlen . kommen . Danke gesamte Team .
9	[positive]	 Hotelbewertung 433307 Zufriedenheit allgemein:<br/>Ich hoffe, ich kann in diesem Jahr wieder einen schönen Urlaub verbringen.<br/><br/>Kinderfreundlichkeit:<br/>Wir haben uns sehr wohl gefühlt. Besonders gut fanden wir die Animation. Sie war sehr nett und hat uns immer gut beschäftigt. Die Abendunterhaltung war auch sehr schön und abwechslungsreich. Die Zimmer waren sehr sauber und wurden täglich gereinigt. Die Handtücher wurden täglich gewechselt. Die Animation war immer sehr bemüht und sehr nett. Die Abendunterhaltung war sehr gut und abwechslungsreich. Die Animation war sehr freundlich und hat sich auch	Hotelbewertung 433307 Zufriedenheit allgemein:<br/>Ich hoffe, ich kann in diesem Jahr wieder kommen...<br/><br/>Kinderfreundlichkeit:<br/>Die Familie ist um jeden Gast, ob groß oder klein, sehr bemüht.	1.140486606473301	POSITIVE	3.943267822265625	1	1	Hotelbewertung 433307 Zufriedenheit allgemein : < br/ > hoffe , Jahr schönen Urlaub verbringen. < br/ > < br/ > Kinderfreundlichkeit : < br/ > wohl gefühlt . Besonders gut fanden Animation . nett immer gut beschäftigt . Abendunterhaltung schön abwechslungsreich . Zimmer sauber wurden täglich gereinigt . Handtücher wurden täglich gewechselt . Animation immer bemüht nett . Abendunterhaltung gut abwechslungsreich . Animation freundlich
