	sentiment	text	gen_text	perplexity	keywords	num_keywords	num_keywords_not_used
0	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Die Auswahl war sehr klein und die Qualität der Speisen war auch nicht gut. Die Atmosphäre war sehr schlecht. Fitness und Hilfe waren nicht vorhanden. Die Zimmer waren sehr klein und die Einrichtung war auch nicht gut. Die Sauberkeit war auch nicht gut. Die Zimmer waren sehr schmutzig. Die Handtücher waren dreckig und die Bettwäsche war auch nicht sauber. Die Zimmer waren auch nicht sauber. Die Zimmermädchen waren sehr unfreundlich und haben sich nicht darum gekümmert. Die Zimmermädchen waren auch	 Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Die Auswahl war sehr klein und die Qualität der Speisen war auch nicht gut. Die Atmosphäre war sehr schlecht. Fitness und Hilfe waren nicht vorhanden. Die Zimmer waren sehr klein und die Einrichtung war auch nicht gut. Die Sauberkeit war auch nicht gut. Die Zimmer waren sehr schmutzig. Die Handtücher waren dreckig und die Bettwäsche war auch nicht sauber. Die Zimmer waren auch nicht sauber. Die Zimmermädchen waren sehr unfreundlich und haben sich nicht darum gekümmert. Die Zimmermädchen waren auch	1.0662822806146508	['Fitness', 'Atmosphäre', 'Hilfe']	3	0
1	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Fitness Zimmer Badezimmer Empfang war sehr schlecht. Die Zimmer waren sehr dreckig. Die Zimmermädchen waren sehr unfreundlich. Die Zimmermädchen haben sich sehr auf die Gäste gefreut. Die Zimmermädchen haben sich auch sehr auf die Gäste gefreut. Die Zimmermädchen haben sich auch sehr auf die Gäste gefreut. Die Zimmermädchen haben sich auch sehr auf die Gäste gefreut. Die Zimmermädchen haben sich auch sehr auf die Gäste gefreut. Die Zimmermädchen haben sich auch sehr auf die Gäste gefreut	 Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Fitness Zimmer Badezimmer Empfang war sehr schlecht. Die Zimmer waren sehr dreckig. Die Zimmermädchen waren sehr unfreundlich. Die Zimmermädchen haben sich sehr auf die Gäste gefreut. Die Zimmermädchen haben sich auch sehr auf die Gäste gefreut. Die Zimmermädchen haben sich auch sehr auf die Gäste gefreut. Die Zimmermädchen haben sich auch sehr auf die Gäste gefreut. Die Zimmermädchen haben sich auch sehr auf die Gäste gefreut. Die Zimmermädchen haben sich auch sehr auf die Gäste gefreut	1.250964043855991	['Fitness', 'Empfang', 'Badezimmer']	3	0
2	[positive]	[positive] Wir waren in diesem Hotel. Das Hotel ist sehr schön und sauber. Die Zimmer sind sehr groß und sauber. Die Zimmer sind auch sehr schön und sauber. Das Personal ist sehr freundlich und hilfsbereit. Wir hatten Halbpension und haben uns für Halbpension entschieden. Das Essen war sehr gut und abwechslungsreich. Es gab jeden Tag ein anderes Thema und es war für jeden etwas dabei. Die Getränke waren auch sehr gut und es gab immer ein paar Sachen, die man sich auch selbst holen konnte. Die Zimmer waren auch sehr sauber und die Lage war auch sehr	 Wir waren in diesem Hotel. Das Hotel ist sehr schön und sauber. Die Zimmer sind sehr groß und sauber. Die Zimmer sind auch sehr schön und sauber. Das Personal ist sehr freundlich und hilfsbereit. Wir hatten Halbpension und haben uns für Halbpension entschieden. Das Essen war sehr gut und abwechslungsreich. Es gab jeden Tag ein anderes Thema und es war für jeden etwas dabei. Die Getränke waren auch sehr gut und es gab immer ein paar Sachen, die man sich auch selbst holen konnte. Die Zimmer waren auch sehr sauber und die Lage war auch sehr	1.056489649355313	['Lage', 'Kosmetikartikel', 'Freizeit']	3	2
3	[negative]	[negative] Wir waren in diesem Hotel. Das Hotel ist sehr heruntergekommen. Die Sauberkeit ist eine Katastrophe. Die Zimmer sind nicht sauber und die Lage des Hotels ist auch nicht gut. Die Atmosphäre ist sehr schlecht. Die Erreichbarkeit der Rezeption ist sehr schlecht. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer	 Wir waren in diesem Hotel. Das Hotel ist sehr heruntergekommen. Die Sauberkeit ist eine Katastrophe. Die Zimmer sind nicht sauber und die Lage des Hotels ist auch nicht gut. Die Atmosphäre ist sehr schlecht. Die Erreichbarkeit der Rezeption ist sehr schlecht. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer werden nicht richtig gereinigt. Die Zimmer	1.058481863691424	['Atmosphäre', 'Erreichbarkeit', 'Lage']	3	0
4	[negative]	[negative] Wir waren in diesem Hotel. Sauberkeit und Hygiene waren sehr schlecht. Badewanne war nicht sauber und die Eindruck machte, dass die Toilette nicht sauber gemacht wurde. Die Zimmer waren sehr klein und die Betten waren sehr beqüm. Die Sauberkeit der Zimmer war sehr schlecht. Die Handtücher wurden nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt,	 Wir waren in diesem Hotel. Sauberkeit und Hygiene waren sehr schlecht. Badewanne war nicht sauber und die Eindruck machte, dass die Toilette nicht sauber gemacht wurde. Die Zimmer waren sehr klein und die Betten waren sehr beqüm. Die Sauberkeit der Zimmer war sehr schlecht. Die Handtücher wurden nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde nicht gewechselt,	1.1120687407610335	['Sauberkeit', 'Badewanne', 'Eindruck']	3	0
5	[negative]	[negative] Wir waren in diesem Hotel. Personal war sehr unfreundlich und Atmosphäre war sehr schlecht. Handtuchwechsel war nicht möglich. Die Zimmer wurden nicht gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Handtücher wurden nicht gewechselt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die	 Wir waren in diesem Hotel. Personal war sehr unfreundlich und Atmosphäre war sehr schlecht. Handtuchwechsel war nicht möglich. Die Zimmer wurden nicht gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Handtücher wurden nicht gewechselt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die Zimmer wurden nicht richtig gereinigt. Die	1.0665535615208712	['Atmosphäre', 'Personal', 'Handtuch']	3	0
6	[negative]	[negative] Wir waren in diesem Hotel. Das Zimmer war sehr klein und dreckig. Die Klimaanlage funktionierte nicht und die Zimmertür ging nicht auf. Die Zimmer waren sehr schmutzig und die Zimmermädchen waren sehr unfreundlich. Die Zimmermädchen waren sehr unfreundlich und haben sich nicht darum gekümmert, dass wir uns beschwert haben. Die Zimmermädchen waren sehr unfreundlich und haben sich nicht darum gekümmert, dass wir uns beschwert haben. Die Zimmermädchen waren sehr unfreundlich und haben sich nicht darum gekümmert, dass wir uns beschwert haben. Die Zimmermädchen waren sehr	 Wir waren in diesem Hotel. Das Zimmer war sehr klein und dreckig. Die Klimaanlage funktionierte nicht und die Zimmertür ging nicht auf. Die Zimmer waren sehr schmutzig und die Zimmermädchen waren sehr unfreundlich. Die Zimmermädchen waren sehr unfreundlich und haben sich nicht darum gekümmert, dass wir uns beschwert haben. Die Zimmermädchen waren sehr unfreundlich und haben sich nicht darum gekümmert, dass wir uns beschwert haben. Die Zimmermädchen waren sehr unfreundlich und haben sich nicht darum gekümmert, dass wir uns beschwert haben. Die Zimmermädchen waren sehr	1.045042742469173	['Schwimmbad', 'Personal', 'Zimmerservice']	3	3
7	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war	 Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war immer kalt. Das Essen war immer kalt und das Fleisch war	1.0572440163461525	['Preis', 'Klimaanlage', 'Haustier']	3	3
8	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Das Essen war immer kalt und das Essen war nicht gut. Das Restaurant war sehr klein und die Kinder haben Handtuch und Teller auf den Tischen liegen lassen. Die Tische waren immer dreckig und die Stühle waren dreckig. Die Tische wurden nicht abgeräumt und die Stühle waren auch nicht sauber. Die Tische wurden nicht abgeräumt und die Stühle waren auch nicht sauber. Die Tische wurden nicht abgeräumt und die Stühle waren auch nicht sauber. Die Tische wurden nicht abgeräumt und die	 Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Das Essen war immer kalt und das Essen war nicht gut. Das Restaurant war sehr klein und die Kinder haben Handtuch und Teller auf den Tischen liegen lassen. Die Tische waren immer dreckig und die Stühle waren dreckig. Die Tische wurden nicht abgeräumt und die Stühle waren auch nicht sauber. Die Tische wurden nicht abgeräumt und die Stühle waren auch nicht sauber. Die Tische wurden nicht abgeräumt und die Stühle waren auch nicht sauber. Die Tische wurden nicht abgeräumt und die	1.0623462737379898	['Kind', 'Restaurant', 'Handtuch']	3	0
9	[negative]	[negative] Wir waren in diesem Hotel. Das Hotel ist sehr heruntergekommen. Die Zimmer sind sehr klein und die Einrichtung ist auch nicht besonders schön. Die Hotelanlage ist sehr heruntergekommen. Die Zimmer sind sehr klein und die Einrichtung ist auch nicht besonders schön. Die Hotelanlage ist sehr heruntergekommen. Die Hotelanlage ist sehr schlecht. Die Hotelanlage ist sehr schlecht. Die Zimmer sind sehr klein und die Einrichtung ist auch nicht besonders schön. Die Hotelanlage ist sehr schlecht. Die Hotelanlage ist sehr schlecht. Die Hotelanlage ist sehr schlecht.	 Wir waren in diesem Hotel. Das Hotel ist sehr heruntergekommen. Die Zimmer sind sehr klein und die Einrichtung ist auch nicht besonders schön. Die Hotelanlage ist sehr heruntergekommen. Die Zimmer sind sehr klein und die Einrichtung ist auch nicht besonders schön. Die Hotelanlage ist sehr heruntergekommen. Die Hotelanlage ist sehr schlecht. Die Hotelanlage ist sehr schlecht. Die Zimmer sind sehr klein und die Einrichtung ist auch nicht besonders schön. Die Hotelanlage ist sehr schlecht. Die Hotelanlage ist sehr schlecht. Die Hotelanlage ist sehr schlecht.	1.0799609738735143	['Badewanne', 'Rechnung', 'Spa']	3	3
