	sentiment	text	org_text	perplexity	sent_predicted_label	sent_predicted_score	sentiment_conv	sent_predicted_label_conv	text_del_stop_words
0	[negative]	 Die Zimmermädchen und Bedienungen im Restaurant waren sehr nett und freundlich.Die Putzfraün waren sehr freundlich und hilfsbereit.Das Essen war nicht abwechslungsreich und hat nicht geschmeckt.Wir haben uns jeden Tag satt gegessen und es war nicht sehr abwechslungsreich. Das Essen war aber nicht schlecht.Die Qualität des Essens war nicht gut.Es gab immer das gleiche. Das Salatbuffet war nicht besonders abwechslungsreich. Die Salate waren nicht besonders lecker. Die Qualität der Speisen war sehr schlecht. Die Cocktails waren nicht sehr gut.Die Zimmerreinigung war auch nicht sehr gut. Es wurde nur oberflächlich	Die Zimmermädchen und Bedienungen im Restaurant waren sehr nett und sehr bemüht. Der Service an der Rezeption hat uns sehr geärgert. Wir kamen dreimal mit dem gleichen Anliegen und jeder wollte es weitergeben, nur keiner wusste Bescheid und nichts ist passiert. Für eine Umbuchung von einem Zimmer wollten sie dann noch 30 € haben, obwohl wir vorher eine Mail mit unseren Wünschen geschrieben hatten. Im großen und Ganzen war dieser Bereich also sehr! unfreundlich.	1.1951611431282545	NEGATIVE	3.0827951431274414	0	0	Zimmermädchen Bedienungen Restaurant nett freundlich.Die Putzfraün freundlich hilfsbereit.Das Essen abwechslungsreich geschmeckt.Wir Tag satt gegessen abwechslungsreich . Essen schlecht.Die Qualität Essens gut.Es gab immer gleiche . Salatbuffet besonders abwechslungsreich . Salate besonders lecker . Qualität Speisen schlecht . Cocktails gut.Die Zimmerreinigung gut . wurde oberflächlich
1	[negative]	 Vom Sportangebot haben wir außer immer 13.00Uhr am Pool Ärobic und Volleyball nicht genutzt.Die Freizeitangebote waren in Ordnung.Animation war im Hotel nicht vorhanden.Die Animateure waren nett und haben uns immer freundlich und gut unterhalten.Die Animation am Abend war nicht sehr abwechslungsreich.Der Pool war sehr schön und sauber.Die Liegen am Pool waren ausreichend vorhanden.Der Strand war sehr sauber.Es gab auch einen Kinderclub.Der Strand war sehr schön und sauber.Die Liegestühle waren ausreichend vorhanden.Es gab einen Spielplatz und eine Poolbar.Der Strand war	Vom Sportangebot haben wir außer immer 13.00Uhr am Pool Ärobic mit lautstarker Musik nichts mitbekommen, hatten aber auch mehrere Ausflüge gebucht, sodas dafür nicht viel Zeit gewesen wäre. Billardtische, die ab 16.00Uhr kostenlos genutzt werden konnten waren meist belegt! Logisch sonst war im Hotel an Animation und Unterhaltung nicht viel los. Abends war die Animation sehr laut und nur für Idioten gedacht manche machten sich regelmäßig zum Affen aber bitte wer´s mag.	1.2427973956156884	POSITIVE	3.863192558288574	0	1	Sportangebot außer immer 13.00Uhr Pool Ärobic Volleyball genutzt.Die Freizeitangebote Ordnung.Animation Hotel vorhanden.Die Animateure nett immer freundlich gut unterhalten.Die Animation Abend abwechslungsreich.Der Pool schön sauber.Die Liegen Pool ausreichend vorhanden.Der Strand sauber.Es gab Kinderclub.Der Strand schön sauber.Die Liegestühle ausreichend vorhanden.Es gab Spielplatz Poolbar.Der Strand
2	[negative]	 Es wird eigtl sehr wenig Deutsch gesprochen. Sehr viele verstehen kein Englisch. Zimmerreinigung war ok. Wir hatten eine kleine Küche. Das Zimmer wurde jeden Tag gereinigt. Es war sehr sauber. Das Personal war sehr freundlich. Es wurde auch ein Safe angeboten. Es gab einen Kühlschrank. Das Hotel hat keine Animation. Es gibt keine Pools. Es gibt keinen Fitnessraum. Es gibt einen Kinderclub. Die Poolbar ist sehr klein. Es gibt keine Kinderanimation. Es gibt keine Strandbar. Es gibt keine Wasserrutschen. Es gibt keine Rutschen. Die	Es wird eigtl sehr wenig Deutsch gesprochen. Sehr viele verstehen einen nicht. Das Putzpersonal kam jeden morgen so ca um Uhr ins Zimmer öffnete die Tür und schloss sie wieder wenn sie einen schlafen sah, trotzdem wurde man natürlich wach und konnte schwer wieder einschlafen, da manche erst von ihrer Partynacht nach hause kamen und auf den Fluren brüllten. -.-	1.0871218634354338	POSITIVE	3.865885972976685	0	1	eigtl wenig Deutsch gesprochen . viele verstehen Englisch . Zimmerreinigung ok. kleine Küche . Zimmer wurde Tag gereinigt . sauber . Personal freundlich . wurde Safe angeboten . gab Kühlschrank . Hotel Animation . gibt Pools . gibt Fitnessraum . gibt Kinderclub . Poolbar klein . gibt Kinderanimation . gibt Strandbar . gibt Wasserrutschen . gibt Rutschen .
3	[positive]	 Wunderschöner Urlaub, wir kommen wieder Sehr freundlich eingerichtetes Hotel, wunderschöne, gepflegte Anlage, schöne Zimmer, leckeres Essen, sehr freundliches Personal, wir kommen wieder! Alles sehr sauber und gepflegt.Das Essen ist sehr gut und abwechslungsreich. Für uns war es das schönste Hotel auf Rhodos, wir kommen wieder! Wir hatten eine sehr schöne Zeit in diesem Hotel. Die Animation war sehr nett und freundlich. Das Personal war sehr aufmerksam und hilfsbereit. Das Essen war sehr gut und abwechslungsreich. Wir kommen wieder!Die Animation war sehr nett und hilfsbereit. Das Personal ist sehr freundlich und hilfsbereit.	Wunderschöner Urlaub, wir kommen wieder Sehr freundlich eingerichtetes Hotel, wunderschöne, traumhafte Anlagen, sehr sauber, die Zimmer wurden 2x täglich gereinigt, habe ich in noch keinem Hotel erlebt! Sehr viele Russen, manche konnten sich nicht benehmen, aber das ist ja nur zu gut bekannt... Besonders gefallen haben mir die Poolanlagen, einfach traumhaft! Also ich kann dieses Hotel nur weiter empfehlen und werde auch nächstes Jahr dort wieder zu Gast sein.	1.0878694868007075	POSITIVE	3.9027485847473145	1	1	Wunderschöner Urlaub , kommen freundlich eingerichtetes Hotel , wunderschöne , gepflegte Anlage , schöne Zimmer , leckeres Essen , freundliches Personal , kommen ! sauber gepflegt.Das Essen gut abwechslungsreich . schönste Hotel Rhodos , kommen ! schöne Zeit Hotel . Animation nett freundlich . Personal aufmerksam hilfsbereit . Essen gut abwechslungsreich . kommen ! Animation nett hilfsbereit . Personal freundlich hilfsbereit .
4	[positive]	 Animationen tagsüber haben wir nicht gesucht und zum Glück auch keine gefunden. Für Kinder war die Animatöre sehr gut und freundlich. Wir haben uns sehr wohl gefühlt. Die Shows waren super. Es gab eine kleine Disco. Dort war es sehr ruhig. Es gab eine Poolbar. Der Strand war super und die Liegen und Schirme waren ausreichend. Das Wasser war sehr klar und das Wasser war sehr sauber. Das Wasser war sehr klar und klar. Es war auch sehr warm. Die Kinder haben sich sehr gut aufgehoben gefühlt. Es gab auch einen Kinderclub.	Animationen tagsüber haben wir nicht gesucht und zum Glück auch nicht bekommen. Der Indoorpool war nur für Spa-Kunden zugänglich. Dafür aber drei Außenpools für alle. Die abendlichen Veranstaltungen in der Bar waren teilweise etwas laut und somit im Zimmer trotz geschlossener Türen zu hören.	1.2178917708515515	POSITIVE	3.9417624473571777	1	1	Animationen tagsüber gesucht Glück gefunden . Kinder Animatöre gut freundlich . wohl gefühlt . Shows super . gab kleine Disco . ruhig . gab Poolbar . Strand super Liegen Schirme ausreichend . Wasser klar Wasser sauber . Wasser klar klar . warm . Kinder gut aufgehoben gefühlt . gab Kinderclub .
5	[positive]	 Familiär und freundlich In diesem sehr familiär geführten Hotel haben wir uns sehr wohl gefühlt. Die Lage des Hotels ist super. Wir haben uns sehr wohl gefühlt. Das Personal ist sehr freundlich und hilfsbereit. Die Zimmer sind sauber und werden täglich gereinigt. Das Essen ist abwechslungsreich und lecker. Es gibt auch eine Bar im Hotel. Das Personal ist sehr nett und hilfsbereit. Die Zimmer sind geräumig und es gibt auch einen Balkon. Das Hotel ist sehr ruhig gelegen. Das Essen ist gut und lecker. Das Personal ist sehr nett und hilfsbereit. Das Zimmer war immer sauber und wurde	Familiär und freundlich In diesem sehr familiär geführten Hotel haben wir uns volle Wochen lang rundum wohl gefühlt. Beeindruckend war die große, nie aufdringliche Freundlichkeit und professionelle Hilfsbereitschaft des Personals. Auch die Sauberkeit des Zimmers und die regionale Vielfalt des Frühstücks-Büffets ließen keine Wünsche offen. Das Haus ist seinen Preis auf jeden Fall wert.	1.2022171469630631	POSITIVE	3.9286880493164062	1	1	Familiär freundlich familiär geführten Hotel wohl gefühlt . Lage Hotels super . wohl gefühlt . Personal freundlich hilfsbereit . Zimmer sauber täglich gereinigt . Essen abwechslungsreich lecker . gibt Bar Hotel . Personal nett hilfsbereit . Zimmer geräumig gibt Balkon . Hotel ruhig gelegen . Essen gut lecker . Personal nett hilfsbereit . Zimmer immer sauber wurde
6	[positive]	 Zimmer war schön groß und auch sehr sauber. Die Badewanne war schön groß und auch sehr sauber. Das Bad war auch sehr sauber. Die Zimmer waren auch sehr sauber. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt. Auch wurde das Zimmer täglich gereinigt.Die Zimmer sind groß und auch sehr sauber. Es gibt auch einen kleinen Kühlschrank. Die Betten sind sehr beqüm. Das Badezimmer ist auch sehr groß und auch sehr sauber. Die Handtücher wurden jeden Tag gewechselt. Das Zimmer ist auch sehr sauber. Es gibt auch einen kleinen Kühlschrank.	Zimmer war schön groß und auch sehr sauber. Die Badewanne war zwar bisl veraltet aber trotzdem alles sehr sauber	1.0468470430894987	POSITIVE	3.8841264247894287	1	1	Zimmer schön groß sauber . Badewanne schön groß sauber . Bad sauber . Zimmer sauber . Personal freundlich hilfsbereit . Zimmer wurden Tag gereinigt . wurde Zimmer täglich gereinigt.Die Zimmer groß sauber . gibt kleinen Kühlschrank . Betten beqüm . Badezimmer groß sauber . Handtücher wurden Tag gewechselt . Zimmer sauber . gibt kleinen Kühlschrank .
7	[negative]	 Leider nicht mehr das was es mal war Das Hotel ist sehr schön. Das Personal ist sehr freundlich und zuvorkommend. Leider ist die Klimaanlage im Zimmer defekt. Es ist ein Problem, wenn die Klimaanlage defekt ist. Wenn die Klimaanlage kaputt ist, wird sie einfach nicht repariert. Das Hotel ist sehr groß und sehr sauber. Das Essen ist auch sehr gut. Das Hotel ist nicht mehr das was es mal war. Das Hotel ist sehr klein und sehr laut. Wir haben uns von Anfang an sehr wohl gefühlt. Leider haben wir das Hotel nicht mehr gebucht. Schade.	Leider nicht mehr das was es mal war Das Hotel ist leider sehr in die Jahre gekommen, schade, dass hier nicht für die Aufrechterhaltung Geld investiert wird. Schade ist auch dass der Strand des Hotels ziehmlich verbaut wurde, hier ist die Schwimmweite und Breite gemeint.	1.069728806244857	POSITIVE	3.970768690109253	0	1	Leider mehr mal Hotel schön . Personal freundlich zuvorkommend . Leider Klimaanlage Zimmer defekt . Problem , Klimaanlage defekt . Klimaanlage kaputt , einfach repariert . Hotel groß sauber . Essen gut . Hotel mehr mal . Hotel klein laut . Anfang wohl gefühlt . Leider Hotel mehr gebucht . Schade .
8	[positive]	 Gutes Hotel mit guter Lage Toller Badeurlaub. Das Hotel liegt direkt am Strand und ist sehr gepflegt. Die Zimmer sind sehr groß und gut ausgestattet. Die Poolanlage ist sauber und gepflegt. Das Personal ist sehr freundlich und zuvorkommend. Die Lage des Hotels ist optimal. Zum Strand sind es nur wenige Meter. Zum Zentrum sind es ca. 20 Minuten. Der Flughafen ist ca. 30 Minuten entfernt. Das Hotel liegt sehr zentral. Der Transfer vom Flughafen zum Hotel war problemlos. Das Hotel liegt sehr ruhig und man kann sich sehr gut erholen. Das Hotel liegt direkt am Strand	Gutes Hotel mit guter Lage Toller Badeurlaub. Das Hotel liegt nahe der Fußgängerzone und nahe zum Strand. Der Service war gut und freundlich, die Gastronomie sehr abwechslungsreich und gut. Poollandschaft ist sehr großzügig und es standen genügend Liegen zur Auswahl, Animation ist vorhanden, aber nie aufdringlich, abends wird immer ein Programm geboten. Wer dieses Hotel bucht sollte für ein normal großes Zimmer unbedingt mit Poolblick buchen, da die anderen Zimmer zur Seitenstraße gelegen sind und die Aussicht nicht gut ist. Wer ein größeres Zimmer möchte muss eine Suite buchen.Uns hat es hier sehr gut gefallen und wir können das Hotel nur empfehlen.	1.098949969862503	POSITIVE	3.900728940963745	1	1	Gutes Hotel guter Lage Toller Badeurlaub . Hotel liegt direkt Strand gepflegt . Zimmer groß gut ausgestattet . Poolanlage sauber gepflegt . Personal freundlich zuvorkommend . Lage Hotels optimal . Strand wenige Meter . Zentrum ca . 20 Minuten . Flughafen ca . 30 Minuten entfernt . Hotel liegt zentral . Transfer Flughafen Hotel problemlos . Hotel liegt ruhig gut erholen . Hotel liegt direkt Strand
9	[positive]	 Hotelbewertung 433307 Zufriedenheit allgemein:<br/>Ich hoffe, ich kann in diesem Jahr nicht wieder zurück, da die Reisezeit im Mai sehr knapp war. Es war ein schöner Urlaub. Es war auch alles sehr sauber und gepflegt. Ich hatte nur ein Problem mit dem Zimmer. Ich habe mir einen Besen mit dem Wischmopp geholt und der war nicht so sauber. Das Zimmer war sauber und wurde jeden Tag gereinigt. Es war auch sehr ruhig im Zimmer. Ich hatte einen Balkon mit Tisch und Stühlen. Es gab auch einen kleinen Fernseher. Es gab einen kleinen Kühlschrank. Ich habe auch eine Klimaanlage	Hotelbewertung 433307 Zufriedenheit allgemein:<br/>Ich hoffe, ich kann in diesem Jahr wieder kommen...<br/><br/>Kinderfreundlichkeit:<br/>Die Familie ist um jeden Gast, ob groß oder klein, sehr bemüht.	1.1563825064382809	POSITIVE	3.8990163803100586	1	1	Hotelbewertung 433307 Zufriedenheit allgemein : < br/ > hoffe , Jahr zurück , Reisezeit Mai knapp . schöner Urlaub . sauber gepflegt . Problem Zimmer . Besen Wischmopp geholt sauber . Zimmer sauber wurde Tag gereinigt . ruhig Zimmer . Balkon Tisch Stühlen . gab kleinen Fernseher . gab kleinen Kühlschrank . Klimaanlage
