	sentiment	text	org_text	perplexity	sent_predicted_label	sent_predicted_score	sentiment_conv	sent_predicted_label_conv	text_del_stop_words
0	[negative]	 Die Zimmermädchen und Bedienungen im Restaurant waren sehr nett und bemüht, aber unfreundlich. Man konnte nicht Deutsch, da nur Englisch gesprochen wurde. Man wurde nicht verstanden. Das Essen war eine Zumutung. Es gab nur das selbe, die Auswahl war nicht ausreichend. Die Atmosphäre war schlecht, die Qualität der Speisen schlecht. Es gab nur einen Kellner der sich um die Gäste kümmerte. Das Zimmer wurde nur oberflächlich gereinigt. Es gab keine Handtücher. Das Bad war dreckig und nicht sauber. Es gab keinen Safe. Der Spiegel war nicht richtig befestigt. Die Zimmer	Die Zimmermädchen und Bedienungen im Restaurant waren sehr nett und sehr bemüht. Der Service an der Rezeption hat uns sehr geärgert. Wir kamen dreimal mit dem gleichen Anliegen und jeder wollte es weitergeben, nur keiner wusste Bescheid und nichts ist passiert. Für eine Umbuchung von einem Zimmer wollten sie dann noch 30 € haben, obwohl wir vorher eine Mail mit unseren Wünschen geschrieben hatten. Im großen und Ganzen war dieser Bereich also sehr! unfreundlich.	1.0601547890724017	NEGATIVE	3.448481321334839	0	0	Zimmermädchen Bedienungen Restaurant nett bemüht , unfreundlich . konnte Deutsch , Englisch gesprochen wurde . wurde verstanden . Essen Zumutung . gab selbe , Auswahl ausreichend . Atmosphäre schlecht , Qualität Speisen schlecht . gab Kellner Gäste kümmerte . Zimmer wurde oberflächlich gereinigt . gab Handtücher . Bad dreckig sauber . gab Safe . Spiegel richtig befestigt . Zimmer
1	[negative]	 Vom Sportangebot haben wir außer immer 13.00Uhr am Pool Ärobic und Wassergymnastik nicht viel gesehen. Die Animateure waren nicht besonders freundlich und auch nicht hilfsbereit. Die Zimmerreinigung war nicht gerade das was wir wollten. Der Strand war sehr dreckig und sehr dreckig. Die Liegen und Sonnenschirme waren sehr alt und teilweise kaputt. Das Wasser war sehr kalt und es war nicht sauber. Die Handtücher wurden auch nicht gewechselt. Der Strand war sehr schmutzig und dreckig. Das Wasser war sehr kalt und es war nicht sauber. Die Strandliegen waren sehr alt und auch nicht	Vom Sportangebot haben wir außer immer 13.00Uhr am Pool Ärobic mit lautstarker Musik nichts mitbekommen, hatten aber auch mehrere Ausflüge gebucht, sodas dafür nicht viel Zeit gewesen wäre. Billardtische, die ab 16.00Uhr kostenlos genutzt werden konnten waren meist belegt! Logisch sonst war im Hotel an Animation und Unterhaltung nicht viel los. Abends war die Animation sehr laut und nur für Idioten gedacht manche machten sich regelmäßig zum Affen aber bitte wer´s mag.	1.212724196546267	NEGATIVE	3.211740732192993	0	0	Sportangebot außer immer 13.00Uhr Pool Ärobic Wassergymnastik gesehen . Animateure besonders freundlich hilfsbereit . Zimmerreinigung gerade wollten . Strand dreckig dreckig . Liegen Sonnenschirme alt teilweise kaputt . Wasser kalt sauber . Handtücher wurden gewechselt . Strand schmutzig dreckig . Wasser kalt sauber . Strandliegen alt
2	[negative]	 Es wird eigtl sehr wenig Deutsch gesprochen. Sehr viele verstehen kaum Englisch. Es wird zwar Deutsch gesprochen aber nicht verstanden. Die Zimmerreinigung ist sehr schlecht. Das Zimmer wird sehr dreckig. Der Safe wird nur gegen eine geringe Gebühr an der Rezeption abgegeben. Das Bad ist dreckig und die Fugen der Dusche sehr dreckig. Das Wasser im Bad wird nur sehr oberflächlich gereinigt. Es gibt keinen Duschvorhang, kein Handtuch und der Duschvorhang wird nur von außen nass gemacht. Der Duschvorhang ist nicht in der Lage die Handtücher aufzuhängen. Die Bettwäsche wird nur alle	Es wird eigtl sehr wenig Deutsch gesprochen. Sehr viele verstehen einen nicht. Das Putzpersonal kam jeden morgen so ca um Uhr ins Zimmer öffnete die Tür und schloss sie wieder wenn sie einen schlafen sah, trotzdem wurde man natürlich wach und konnte schwer wieder einschlafen, da manche erst von ihrer Partynacht nach hause kamen und auf den Fluren brüllten. -.-	1.0758075288483973	NEGATIVE	3.381566286087036	0	0	eigtl wenig Deutsch gesprochen . viele verstehen kaum Englisch . Deutsch gesprochen verstanden . Zimmerreinigung schlecht . Zimmer dreckig . Safe geringe Gebühr Rezeption abgegeben . Bad dreckig Fugen Dusche dreckig . Wasser Bad oberflächlich gereinigt . gibt Duschvorhang , Handtuch Duschvorhang außen nass gemacht . Duschvorhang Lage Handtücher aufzuhängen . Bettwäsche
3	[positive]	 Wunderschöner Urlaub, wir kommen wieder Sehr freundlich eingerichtetes Hotel, wunderschöne, saubere Zimmer. Das Essen war gut, abwechslungsreich und sehr gut. Das Personal ist sehr nett und hilfsbereit. Wir kommen wieder. Sehr gutes Essen. Es gibt einen schönen Strand. Wir kommen wieder. Das Personal ist sehr nett und hilfsbereit. Das Essen ist gut. Wir kommen wieder. Sehr gutes Hotel. Das Personal ist sehr freundlich und hilfsbereit. Wir kommen wieder. Sehr gutes Essen. Wir kommen wieder. Sehr gutes Hotel. Das Personal ist sehr freundlich und hilfsbereit. Wir kommen wieder. Sehr gutes Essen.	Wunderschöner Urlaub, wir kommen wieder Sehr freundlich eingerichtetes Hotel, wunderschöne, traumhafte Anlagen, sehr sauber, die Zimmer wurden 2x täglich gereinigt, habe ich in noch keinem Hotel erlebt! Sehr viele Russen, manche konnten sich nicht benehmen, aber das ist ja nur zu gut bekannt... Besonders gefallen haben mir die Poolanlagen, einfach traumhaft! Also ich kann dieses Hotel nur weiter empfehlen und werde auch nächstes Jahr dort wieder zu Gast sein.	1.0902907623872025	POSITIVE	3.950339317321777	1	1	Wunderschöner Urlaub , kommen freundlich eingerichtetes Hotel , wunderschöne , saubere Zimmer . Essen gut , abwechslungsreich gut . Personal nett hilfsbereit . kommen . gutes Essen . gibt schönen Strand . kommen . Personal nett hilfsbereit . Essen gut . kommen . gutes Hotel . Personal freundlich hilfsbereit . kommen . gutes Essen . kommen . gutes Hotel . Personal freundlich hilfsbereit . kommen . gutes Essen .
4	[positive]	 Animationen tagsüber haben wir nicht gesucht und zum Glück auch nicht genutzt.Der Strand ist sehr schön und der Strand ist sehr sauber. Es gibt eine große Liegewiese mit Liegen und Schirmen. Es gibt auch einen kleinen Strandabschnitt mit Sonnenschirmen und Liegen. Man kann auch am Strand einkaufen.Der Strand ist sehr sauber und sehr schön. Man kann Liegen und Schirme am Strand kaufen.Der Strand ist auch sehr sauber und das Wasser ist klar. Man kann auch auf dem Meer liegen. Man kann aber auch auf dem Strand liegen und die Liegen und Schirme	Animationen tagsüber haben wir nicht gesucht und zum Glück auch nicht bekommen. Der Indoorpool war nur für Spa-Kunden zugänglich. Dafür aber drei Außenpools für alle. Die abendlichen Veranstaltungen in der Bar waren teilweise etwas laut und somit im Zimmer trotz geschlossener Türen zu hören.	1.22278514795293	POSITIVE	3.8255579471588135	1	1	Animationen tagsüber gesucht Glück genutzt.Der Strand schön Strand sauber . gibt große Liegewiese Liegen Schirmen . gibt kleinen Strandabschnitt Sonnenschirmen Liegen . Strand einkaufen.Der Strand sauber schön . Liegen Schirme Strand kaufen.Der Strand sauber Wasser klar . Meer liegen . Strand liegen Liegen Schirme
5	[positive]	 Familiär und freundlich In diesem sehr familiär geführten Hotel haben wir uns sehr wohl gefühlt. Es war für uns immer ein schöner Urlaub. Die Zimmer waren immer sauber und es wurde jeden Tag gereinigt. Die Animation war sehr gut und sehr gut. Die Animation war auch immer für Kinder geeignet. Die Animation war sehr nett und hilfsbereit. Das Personal war sehr freundlich und hilfsbereit. Wir hatten einen sehr schönen Urlaub und würden das Hotel jederzeit wieder buchen. Das Personal war sehr hilfsbereit und immer sehr freundlich. Wir haben uns sehr wohl gefühlt und würden das Hotel jederzeit wieder buchen. Das	Familiär und freundlich In diesem sehr familiär geführten Hotel haben wir uns volle Wochen lang rundum wohl gefühlt. Beeindruckend war die große, nie aufdringliche Freundlichkeit und professionelle Hilfsbereitschaft des Personals. Auch die Sauberkeit des Zimmers und die regionale Vielfalt des Frühstücks-Büffets ließen keine Wünsche offen. Das Haus ist seinen Preis auf jeden Fall wert.	1.0994170447635867	POSITIVE	3.965709924697876	1	1	Familiär freundlich familiär geführten Hotel wohl gefühlt . immer schöner Urlaub . Zimmer immer sauber wurde Tag gereinigt . Animation gut gut . Animation immer Kinder geeignet . Animation nett hilfsbereit . Personal freundlich hilfsbereit . schönen Urlaub Hotel jederzeit buchen . Personal hilfsbereit immer freundlich . wohl gefühlt Hotel jederzeit buchen .
6	[positive]	 Zimmer war schön groß und auch sehr sauber. Die Badewanne war groß und sehr sauber. Es gab eine Klimaanlage und einen kleinen Kühlschrank. Wir hatten ein Telefon, TV und eine kleine Terasse. Die Zimmer waren sehr geräumig und sauber. Es gab eine kleine Küche, die auch mit Kühlschrank ausgestattet war. Es gab eine Klimaanlage, einen Safe und einen kleinen Kühlschrank. Es gab eine Klimaanlage, einen Safe und einen kleinen Kühlschrank. Wir hatten eine Klimaanlage, einen Safe und einen kleinen Kühlschrank. Wir hatten eine Minibar, die auch mit einem kleinen Kühlschrank ausgestattet war. Es gab	Zimmer war schön groß und auch sehr sauber. Die Badewanne war zwar bisl veraltet aber trotzdem alles sehr sauber	1.0398552389590554	POSITIVE	3.8298723697662354	1	1	Zimmer schön groß sauber . Badewanne groß sauber . gab Klimaanlage kleinen Kühlschrank . Telefon , TV kleine Terasse . Zimmer geräumig sauber . gab kleine Küche , Kühlschrank ausgestattet . gab Klimaanlage , Safe kleinen Kühlschrank . gab Klimaanlage , Safe kleinen Kühlschrank . Klimaanlage , Safe kleinen Kühlschrank . Minibar , kleinen Kühlschrank ausgestattet . gab
7	[negative]	 Leider nicht mehr das was es mal war Das Hotel ist heruntergekommen. Das Personal ist unfreundlich. Die Sauberkeit im Hotel ist sehr schlecht. Das Essen ist sehr schlecht. Es gibt keine frischen Salate. Das Personal ist sehr unfreundlich. Das Hotel ist sehr klein und die Zimmer sehr klein. Das Essen ist sehr schlecht. Das Personal ist sehr unfreundlich. Das Essen ist sehr schlecht. Das Personal ist sehr unfreundlich. Das Essen ist sehr schlecht. Das Personal ist sehr unfreundlich. Das Essen ist sehr schlecht. Das Essen ist sehr schlecht. Das	Leider nicht mehr das was es mal war Das Hotel ist leider sehr in die Jahre gekommen, schade, dass hier nicht für die Aufrechterhaltung Geld investiert wird. Schade ist auch dass der Strand des Hotels ziehmlich verbaut wurde, hier ist die Schwimmweite und Breite gemeint.	1.0703304230646822	NEGATIVE	3.360676050186157	0	0	Leider mehr mal Hotel heruntergekommen . Personal unfreundlich . Sauberkeit Hotel schlecht . Essen schlecht . gibt frischen Salate . Personal unfreundlich . Hotel klein Zimmer klein . Essen schlecht . Personal unfreundlich . Essen schlecht . Personal unfreundlich . Essen schlecht . Personal unfreundlich . Essen schlecht . Essen schlecht .
8	[positive]	 Gutes Hotel mit guter Lage Toller Badeurlaub. Das Hotel liegt in einer sehr schönen Lage. Das Personal ist sehr freundlich und hilfsbereit. Das Essen ist sehr gut und abwechslungsreich. Das Personal ist sehr aufmerksam und zuvorkommend. Das Hotel ist in einem guten Zustand. Das Zimmer ist groß und sauber. Das Essen ist sehr gut und gut. Die Lage ist super. Das Personal ist sehr freundlich und hilfsbereit. Das Hotel ist in einem guten Zustand. Das Personal ist sehr nett und hilfsbereit. Das Essen ist sehr gut und abwechslungsreich. Das Hotel ist in einem guten Zustand. Das Personal	Gutes Hotel mit guter Lage Toller Badeurlaub. Das Hotel liegt nahe der Fußgängerzone und nahe zum Strand. Der Service war gut und freundlich, die Gastronomie sehr abwechslungsreich und gut. Poollandschaft ist sehr großzügig und es standen genügend Liegen zur Auswahl, Animation ist vorhanden, aber nie aufdringlich, abends wird immer ein Programm geboten. Wer dieses Hotel bucht sollte für ein normal großes Zimmer unbedingt mit Poolblick buchen, da die anderen Zimmer zur Seitenstraße gelegen sind und die Aussicht nicht gut ist. Wer ein größeres Zimmer möchte muss eine Suite buchen.Uns hat es hier sehr gut gefallen und wir können das Hotel nur empfehlen.	1.0702417254524177	POSITIVE	3.962745904922485	1	1	Gutes Hotel guter Lage Toller Badeurlaub . Hotel liegt schönen Lage . Personal freundlich hilfsbereit . Essen gut abwechslungsreich . Personal aufmerksam zuvorkommend . Hotel guten Zustand . Zimmer groß sauber . Essen gut gut . Lage super . Personal freundlich hilfsbereit . Hotel guten Zustand . Personal nett hilfsbereit . Essen gut abwechslungsreich . Hotel guten Zustand . Personal
9	[positive]	 Hotelbewertung 433307 Zufriedenheit allgemein:<br/>Ich hoffe, ich kann in diesem Jahr wieder in diesem Hotel buchen. Es war ein sehr schöner Urlaub. Das Hotel ist sehr groß und gut ausgestattet. Die Zimmer sind groß und sauber. Die Betten sind beqüm und die Handtücher werden jeden Tag gewechselt. Die Sauberkeit im gesamten Hotel ist sehr gut. Das Personal ist sehr freundlich und hilfsbereit. Das Essen ist sehr gut und abwechslungsreich. Das Hotel ist für Kinder geeignet. Das Hotel verfügt über einen Pool, einen Strand und eine Terrasse. Es gibt einen kleinen Supermarkt in der Nähe. Das Hotel ist	Hotelbewertung 433307 Zufriedenheit allgemein:<br/>Ich hoffe, ich kann in diesem Jahr wieder kommen...<br/><br/>Kinderfreundlichkeit:<br/>Die Familie ist um jeden Gast, ob groß oder klein, sehr bemüht.	1.1182342912874037	POSITIVE	3.979614019393921	1	1	Hotelbewertung 433307 Zufriedenheit allgemein : < br/ > hoffe , Jahr Hotel buchen . schöner Urlaub . Hotel groß gut ausgestattet . Zimmer groß sauber . Betten beqüm Handtücher Tag gewechselt . Sauberkeit gesamten Hotel gut . Personal freundlich hilfsbereit . Essen gut abwechslungsreich . Hotel Kinder geeignet . Hotel verfügt Pool , Strand Terrasse . gibt kleinen Supermarkt Nähe . Hotel
