	sentiment	text	org_text	perplexity	sent_predicted_label	sent_predicted_score	sentiment_conv	sent_predicted_label_conv	text_del_stop_words
0	[negative]	 Die Zimmermädchen und Bedienungen im Restaurant waren sehr nett und zuvorkommend. Die Sauberkeit im Restaurant ließ sehr zu wünschen übrig. Die Teller und Gläser waren sehr schmutzig und nicht hygienisch. Die Tische wurden nicht abgewischt und es war sehr laut. Die Reinigung der Zimmer war auch nicht gerade sauber. Der Boden wurde nicht geputzt. Es war ein sehr unhygienischer Urlaub. Das Hotel liegt direkt am Strand. Es ist aber nicht möglich, die Liegen am Strand zu benutzen. Die Strandliegen und Sonnenschirme sind kostenpflichtig. Es gibt auch keine Möglichkeit, die Liegen am	Die Zimmermädchen und Bedienungen im Restaurant waren sehr nett und sehr bemüht. Der Service an der Rezeption hat uns sehr geärgert. Wir kamen dreimal mit dem gleichen Anliegen und jeder wollte es weitergeben, nur keiner wusste Bescheid und nichts ist passiert. Für eine Umbuchung von einem Zimmer wollten sie dann noch 30 € haben, obwohl wir vorher eine Mail mit unseren Wünschen geschrieben hatten. Im großen und Ganzen war dieser Bereich also sehr! unfreundlich.	1.058970296320169	NEGATIVE	3.00081467628479	0	0	Zimmermädchen Bedienungen Restaurant nett zuvorkommend . Sauberkeit Restaurant ließ wünschen übrig . Teller Gläser schmutzig hygienisch . Tische wurden abgewischt laut . Reinigung Zimmer gerade sauber . Boden wurde geputzt . unhygienischer Urlaub . Hotel liegt direkt Strand . möglich , Liegen Strand benutzen . Strandliegen Sonnenschirme kostenpflichtig . gibt Möglichkeit , Liegen
1	[negative]	 Vom Sportangebot haben wir außer immer 13.00Uhr am Pool Ärobic, Wasserball, Wassergymnastik und Fußball nicht teilgenommen. Es war auch nicht so toll, da wir den ganzen Tag nur am Strand waren. Aber am Pool war es okay. Die Liegen waren alle sauber und die Handtücher wurden jeden Tag gewechselt. Im Pool gab es eine Disco, die aber auch nicht wirklich genutzt wurde. Abends gab es dann auch noch eine Bar. Wir hatten uns einen Cocktail bestellt und sind in die Bar gegangen. Dort war auch der einzige Cocktail, der schmeckte wie Wasser. Die Cocktails	Vom Sportangebot haben wir außer immer 13.00Uhr am Pool Ärobic mit lautstarker Musik nichts mitbekommen, hatten aber auch mehrere Ausflüge gebucht, sodas dafür nicht viel Zeit gewesen wäre. Billardtische, die ab 16.00Uhr kostenlos genutzt werden konnten waren meist belegt! Logisch sonst war im Hotel an Animation und Unterhaltung nicht viel los. Abends war die Animation sehr laut und nur für Idioten gedacht manche machten sich regelmäßig zum Affen aber bitte wer´s mag.	1.2523735424935076	POSITIVE	3.5998613834381104	0	1	Sportangebot außer immer 13.00Uhr Pool Ärobic , Wasserball , Wassergymnastik Fußball teilgenommen . toll , ganzen Tag Strand . Pool okay . Liegen sauber Handtücher wurden Tag gewechselt . Pool gab Disco , wirklich genutzt wurde . Abends gab Bar . Cocktail bestellt Bar gegangen . einzige Cocktail , schmeckte Wasser . Cocktails
2	[negative]	 Es wird eigtl sehr wenig Deutsch gesprochen. Sehr viele verstehen auch kein Englisch. Die Zimmerreinigung war in Ordnung. Es wurde aber auch nicht viel unternommen. Wir hatten am ersten Tag eine Ameisenplage. Wir haben dann sofort ein anderes Hotel gesucht und sind dann in ein anderes Hotel umgezogen. Dort wurde das Problem beseitigt. Die Zimmer wurden jeden Tag gereinigt. Das Hotelpersonal ist sehr freundlich und hilfsbereit. Wir hatten All-Inclusive gebucht und hatten All-Inclusive, da wir nicht die Einzigen waren. Es gab dort keine Wartezeiten. Wir haben uns in	Es wird eigtl sehr wenig Deutsch gesprochen. Sehr viele verstehen einen nicht. Das Putzpersonal kam jeden morgen so ca um Uhr ins Zimmer öffnete die Tür und schloss sie wieder wenn sie einen schlafen sah, trotzdem wurde man natürlich wach und konnte schwer wieder einschlafen, da manche erst von ihrer Partynacht nach hause kamen und auf den Fluren brüllten. -.-	1.084474477023253	POSITIVE	0.5816407799720764	0	1	eigtl wenig Deutsch gesprochen . viele verstehen Englisch . Zimmerreinigung Ordnung . wurde unternommen . ersten Tag Ameisenplage . sofort Hotel gesucht Hotel umgezogen . wurde Problem beseitigt . Zimmer wurden Tag gereinigt . Hotelpersonal freundlich hilfsbereit . All-Inclusive gebucht All-Inclusive , Einzigen . gab Wartezeiten .
3	[positive]	 Wunderschöner Urlaub, wir kommen wieder Sehr freundlich eingerichtetes Hotel, wunderschöne, saubere Zimmer, sehr gute Animation. Das Essen war super, es gab immer etwas für jeden Geschmack. Die Sauberkeit der Zimmer war top. Die Lage des Hotels ist super, man ist schnell in der Stadt, auch wenn man ein Taxi nimmt. Das Personal ist sehr nett und hilfsbereit. Wir haben uns sehr wohl gefühlt. Das Hotel ist nicht zu groß, aber trotzdem ruhig. Wir kommen wieder. Das Hotel ist nicht zu groß, aber trotzdem ruhig. Das Personal ist sehr freundlich und hilfsbereit. Wir kommen wieder	Wunderschöner Urlaub, wir kommen wieder Sehr freundlich eingerichtetes Hotel, wunderschöne, traumhafte Anlagen, sehr sauber, die Zimmer wurden 2x täglich gereinigt, habe ich in noch keinem Hotel erlebt! Sehr viele Russen, manche konnten sich nicht benehmen, aber das ist ja nur zu gut bekannt... Besonders gefallen haben mir die Poolanlagen, einfach traumhaft! Also ich kann dieses Hotel nur weiter empfehlen und werde auch nächstes Jahr dort wieder zu Gast sein.	1.115752348062519	POSITIVE	3.912794828414917	1	1	Wunderschöner Urlaub , kommen freundlich eingerichtetes Hotel , wunderschöne , saubere Zimmer , gute Animation . Essen super , gab immer Geschmack . Sauberkeit Zimmer top . Lage Hotels super , schnell Stadt , Taxi nimmt . Personal nett hilfsbereit . wohl gefühlt . Hotel groß , trotzdem ruhig . kommen . Hotel groß , trotzdem ruhig . Personal freundlich hilfsbereit . kommen
4	[positive]	 Animationen tagsüber haben wir nicht gesucht und zum Glück auch nicht genutzt. Auch keine Animation für Kinder. Es gab aber ein paar Minidisco, die wir nicht genutzt haben. Der Strand ist sehr schön und man kann schön spazieren gehen. Die Animation war sehr gut. Die Animateure waren immer nett und haben sich viel Mühe gegeben. Der Pool ist schön und groß, jedoch hat er sehr stark nach Chlor gerochen. Es gibt einen kleinen Spielplatz und einen Kinderpool. Liegen und Schirme sind ausreichend vorhanden. Das Hotel liegt direkt am Strand, man muss aber	Animationen tagsüber haben wir nicht gesucht und zum Glück auch nicht bekommen. Der Indoorpool war nur für Spa-Kunden zugänglich. Dafür aber drei Außenpools für alle. Die abendlichen Veranstaltungen in der Bar waren teilweise etwas laut und somit im Zimmer trotz geschlossener Türen zu hören.	1.227301066609331	POSITIVE	3.828829288482666	1	1	Animationen tagsüber gesucht Glück genutzt . Animation Kinder . gab paar Minidisco , genutzt . Strand schön schön spazieren gehen . Animation gut . Animateure immer nett Mühe gegeben . Pool schön groß , jedoch stark Chlor gerochen . gibt kleinen Spielplatz Kinderpool . Liegen Schirme ausreichend vorhanden . Hotel liegt direkt Strand ,
5	[positive]	 Familiär und freundlich In diesem sehr familiär geführten Hotel haben wir uns sehr wohl gefühlt. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt und das Zimmermädchen war immer gut gelaunt. Die Zimmer waren sehr sauber und die Betten waren sehr beqüm. Der Pool ist sehr schön und der Strand auch. Das Essen war sehr gut und abwechslungsreich. Wir haben uns sehr wohl gefühlt und können das Hotel nur weiterempfehlen. Wir kommen wieder!Das Hotel ist sehr zu empfehlen. Es ist ein sehr familiär geführtes Hotel. Die Angestellten sind sehr freundlich	Familiär und freundlich In diesem sehr familiär geführten Hotel haben wir uns volle Wochen lang rundum wohl gefühlt. Beeindruckend war die große, nie aufdringliche Freundlichkeit und professionelle Hilfsbereitschaft des Personals. Auch die Sauberkeit des Zimmers und die regionale Vielfalt des Frühstücks-Büffets ließen keine Wünsche offen. Das Haus ist seinen Preis auf jeden Fall wert.	1.190751383824401	POSITIVE	3.935361623764038	1	1	Familiär freundlich familiär geführten Hotel wohl gefühlt . Personal freundlich hilfsbereit . Zimmer wurden Tag gereinigt Zimmermädchen immer gut gelaunt . Zimmer sauber Betten beqüm . Pool schön Strand . Essen gut abwechslungsreich . wohl gefühlt Hotel weiterempfehlen . kommen ! Hotel empfehlen . familiär geführtes Hotel . Angestellten freundlich
6	[positive]	 Zimmer war schön groß und auch sehr sauber. Die Badewanne war sehr klein, aber das ist ja Geschmackssache. Die Klimaanlage funktionierte einwandfrei und man konnte sie auch nachts ausschalten. Im Zimmer war alles vorhanden was man braucht. Man konnte TV, Kühlschrank, Safe, Telefon, Fön, Wasserkocher und Klimaanlage nutzen.Das Badezimmer war sehr sauber und mit einer Dusche ausgestattet. Das Zimmer war sehr groß und sehr schön. Der Balkon war auch sehr schön. Es gab einen Wasserkocher, einen Tisch und zwei Stühle. Das Zimmer war immer sehr sauber und es gab auch jeden Tag	Zimmer war schön groß und auch sehr sauber. Die Badewanne war zwar bisl veraltet aber trotzdem alles sehr sauber	1.0171022395154106	POSITIVE	3.8144798278808594	1	1	Zimmer schön groß sauber . Badewanne klein , ja Geschmackssache . Klimaanlage funktionierte einwandfrei konnte nachts ausschalten . Zimmer vorhanden braucht . konnte TV , Kühlschrank , Safe , Telefon , Fön , Wasserkocher Klimaanlage nutzen.Das Badezimmer sauber Dusche ausgestattet . Zimmer groß schön . Balkon schön . gab Wasserkocher , Tisch zwei Stühle . Zimmer immer sauber gab Tag
7	[negative]	 Leider nicht mehr das was es mal war Das Hotel ist nicht mehr das was es mal war. Ich habe mich schon sehr auf den Urlaub gefreut, aber das was ich gesehen habe, war nicht mehr das was es mal war. Es war einfach nicht mehr das was es mal war. Das Personal war unfreundlich und das Essen war auch nicht mehr das was es mal war. Man hat das Gefühl das die das Essen auch noch vom Vortag übrig haben. Das Personal ist sehr unfreundlich und das Essen war auch nicht mehr das was es mal war. Man hat	Leider nicht mehr das was es mal war Das Hotel ist leider sehr in die Jahre gekommen, schade, dass hier nicht für die Aufrechterhaltung Geld investiert wird. Schade ist auch dass der Strand des Hotels ziehmlich verbaut wurde, hier ist die Schwimmweite und Breite gemeint.	1.0882674143186648	NEGATIVE	3.2373266220092773	0	0	Leider mehr mal Hotel mehr mal . schon Urlaub gefreut , gesehen , mehr mal . einfach mehr mal . Personal unfreundlich Essen mehr mal . Gefühl Essen Vortag übrig . Personal unfreundlich Essen mehr mal .
8	[positive]	 Gutes Hotel mit guter Lage Toller Badeurlaub. Das Hotel liegt sehr zentral. Die Zimmer sind gut ausgestattet. Das Essen ist sehr gut. Die Anlage ist gepflegt und sehr sauber. Der Strand ist sauber und gepflegt. Der Strand ist nicht sehr groß, aber man kann ihn gut zu Fuß erreichen. Der Transfer vom Flughafen zum Hotel daürt etwa 30 Minuten. Wir hatten einen Mietwagen und konnten die Insel sehr gut erkunden. Es gibt viele Einkaufsmöglichkeiten und auch eine Apotheke. Der Strand ist nicht sehr groß, aber man kann dort gut spazieren gehen. Es gibt auch eine kleine Einkauf	Gutes Hotel mit guter Lage Toller Badeurlaub. Das Hotel liegt nahe der Fußgängerzone und nahe zum Strand. Der Service war gut und freundlich, die Gastronomie sehr abwechslungsreich und gut. Poollandschaft ist sehr großzügig und es standen genügend Liegen zur Auswahl, Animation ist vorhanden, aber nie aufdringlich, abends wird immer ein Programm geboten. Wer dieses Hotel bucht sollte für ein normal großes Zimmer unbedingt mit Poolblick buchen, da die anderen Zimmer zur Seitenstraße gelegen sind und die Aussicht nicht gut ist. Wer ein größeres Zimmer möchte muss eine Suite buchen.Uns hat es hier sehr gut gefallen und wir können das Hotel nur empfehlen.	1.3040150100399128	POSITIVE	3.9065170288085938	1	1	Gutes Hotel guter Lage Toller Badeurlaub . Hotel liegt zentral . Zimmer gut ausgestattet . Essen gut . Anlage gepflegt sauber . Strand sauber gepflegt . Strand groß , gut Fuß erreichen . Transfer Flughafen Hotel daürt etwa 30 Minuten . Mietwagen konnten Insel gut erkunden . gibt viele Einkaufsmöglichkeiten Apotheke . Strand groß , gut spazieren gehen . gibt kleine Einkauf
9	[positive]	 Hotelbewertung 433307 Zufriedenheit allgemein:<br/>Ich hoffe, ich kann in diesem Jahr wieder kommen, da ich nach dem Urlaub nicht mehr weiss, was ich noch erleben darf.Ich hatte das Gefühl, dass es an der Zeit ist, um zu fragen, ob man noch ein Zimmer bekommen kann. Auch wenn ich nur zum Schlafen im Zimmer war, war es trotzdem sehr ruhig.Das Hotel ist schön angelegt, man findet immer etwas.Die Zimmer sind sehr sauber und ordentlich. Die Betten sind auch sehr beqüm.Die Animation ist sehr nett und abwechslungsreich.Das Essen ist auch sehr gut	Hotelbewertung 433307 Zufriedenheit allgemein:<br/>Ich hoffe, ich kann in diesem Jahr wieder kommen...<br/><br/>Kinderfreundlichkeit:<br/>Die Familie ist um jeden Gast, ob groß oder klein, sehr bemüht.	1.168437300660388	POSITIVE	3.822460412979126	1	1	Hotelbewertung 433307 Zufriedenheit allgemein : < br/ > hoffe , Jahr kommen , Urlaub mehr weiss , erleben darf.Ich Gefühl , Zeit , fragen , Zimmer bekommen . Schlafen Zimmer , trotzdem ruhig.Das Hotel schön angelegt , findet immer etwas.Die Zimmer sauber ordentlich . Betten beqüm.Die Animation nett abwechslungsreich.Das Essen gut
