	sentiment	text	perplexity	keywords	num_keywords	num_keywords_not_used
0	[negative]	 Wir waren in diesem Hotel. Das Essen war eine Zumutung. Es gab immer das gleiche, keine Abwechslung. Das Personal war sehr unfreundlich. Die Atmosphäre im Hotel war sehr schlecht. Die Zimmer waren dreckig und dreckig. Das Personal war sehr unfreundlich. Die Zimmerreinigung war sehr schlecht. Es gab jeden Tag das gleiche. Die Handtücher wurden nur einmal gewechselt. Die Betten waren dreckig. Es gab überhaupt keine Hilfe. Die Bettwäsche wurde nur alle zwei Tage gewechselt. Die Handtücher wurden auch nicht gewechselt. Die Zimmerreinigung war sehr schlecht. Es gab jeden Tag das gleiche. Es gab immer das gleiche. Die Zimmerreinigung war	1.0541778703877465	['Fitness', 'Atmosphäre', 'Hilfe']	3	1
1	[negative]	 Wir waren in diesem Hotel. Das Essen war eine Zumutung. Es gab fast jeden Tag das gleiche. Es gab jeden Tag das gleiche Essen. Es gab immer das gleiche. Das Personal war unfreundlich. Die Kellner waren sehr unfreundlich. Die Zimmer waren dreckig. Die Zimmerreinigung war die reinste Katastrophe. Die Handtücher wurden nicht einmal gewechselt. Die Bettwäsche wurde nicht einmal gewechselt. Die Betten waren dreckig. Das Badezimmer war eine Zumutung. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das	1.0613594862901647	['Fitness', 'Empfang', 'Badezimmer']	3	2
2	[positive]	 Wir waren in diesem Hotel. Die Lage ist sehr zentral. Der Strand ist direkt vor der Tür. Das Personal war immer sehr freundlich und hilfsbereit. Die Lage des Hotels ist super. Es liegt direkt am Strand. Das Hotel liegt direkt am Strand. Es hat einen eigenen Strand. Der Strand ist sauber und das Wasser ist kristallklar. Das Hotel liegt direkt am Strand. Es gibt viele Ausflugsmöglichkeiten. Es gibt viele Ausflugsmöglichkeiten. Es gibt viele Ausflugsziele. Es gibt viele Ausflugsmöglichkeiten. Es gibt viele Ausflugsmöglichkeiten. Es gibt viele Ausflugsmöglichkeiten. Es gibt viele Ausflugsmöglichkeiten. Es gibt viele Ausflugsmöglichkeiten. Es gibt viele Ausflugsmöglichkeiten	1.0777219107573632	['Lage', 'Kosmetikartikel', 'Freizeit']	3	2
3	[negative]	 Wir waren in diesem Hotel. Das Essen war eine Katastrophe. Es gab jeden Tag das gleiche. Die Auswahl war sehr gering. Es gab jeden Tag das gleiche. Die Atmosphäre in diesem Hotel war sehr schlecht. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das	1.0421156736431654	['Atmosphäre', 'Erreichbarkeit', 'Lage']	3	2
4	[negative]	 Wir waren in diesem Hotel. Das Personal war sehr unfreundlich. Die Zimmer waren dreckig, die Handtücher wurden gar nicht gewechselt, die Handtücher wurden nur einmal gewechselt. Die Betten waren dreckig, die Bettwäsche wurde nicht einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Zimmerreinigung war sehr schlecht. Die Zimmer wurden jeden Tag gereinigt, aber das war das einzige was wir machen konnten. Die Zimmer waren dreckig, die Bettwäsche wurde nicht gewechselt, die Handtücher wurden nur einmal gewechselt. Die Zimmermädchen waren sehr unfreundlich. Die Zimmer wurden jeden Tag gereinigt, aber das war das einzige was wir machen konnten. Die Zimmer wurden jeden Tag	1.0553365786524822	['Sauberkeit', 'Badewanne', 'Eindruck']	3	3
5	[negative]	 Wir waren in diesem Hotel. Das Personal war sehr unfreundlich. Die Zimmer waren dreckig. Die Handtücher wurden nicht gewechselt, die Bettwäsche wurde nicht gewechselt, die Bettwäsche wurde auch nicht gewechselt. Das Essen war sehr schlecht. Es gab immer das gleiche. Die Auswahl war sehr klein. Die Atmosphäre war sehr schlecht. Die Kellner waren sehr unfreundlich. Die Abendunterhaltung war sehr schlecht. Es gab viel zu wenig Unterhaltung. Der Pool war dreckig. Die Liegen am Pool waren dreckig. Der Strand war dreckig. Es gab nicht genug Sonnenschirme. Es gab keine Sonnenschirme für die ganze Anlage. Es gab keine Sonnenschirme	1.060489761622259	['Atmosphäre', 'Personal', 'Handtuch']	3	0
6	[negative]	 Wir waren in diesem Hotel. Das Personal war sehr unfreundlich. Die Bar war dreckig. Das Essen war ungenießbar. Es gab jeden Tag das gleiche. Es gab keine Abwechslung. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag	1.0511089713389072	['Schwimmbad', 'Personal', 'Zimmerservice']	3	2
7	[negative]	 Wir waren in diesem Hotel. Das Essen war eine Frechheit. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab keine Auswahl. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab	1.0547441912119793	['Preis', 'Klimaanlage', 'Haustier']	3	3
8	[negative]	 Wir waren in diesem Hotel. Das Essen war eine Zumutung. Es gab jeden Tag das gleiche. Es gab immer das gleiche. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag das gleiche Essen. Für die Kinder gab es jeden Tag Pommes, Pommes, Pommes. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag Pommes. Es gab jeden Tag Pommes. Es gab jeden Tag Pommes. Es gab jeden Tag Pommes. Es gab jeden Tag Pommes. Es gab jeden Tag Pommes. Es gab jeden Tag Pommes. Es gab jeden Tag Pommes. Es gab jeden Tag Pommes. Es gab jeden Tag Pommes. Es gab jeden	1.0392191912938964	['Kind', 'Restaurant', 'Handtuch']	3	2
9	[negative]	 Wir waren in diesem Hotel. Die Zimmer waren dreckig, die Betten dreckig, die Matratzen dreckig, die Handtücher dreckig, die Betten waren total durchgelegen, die Bettwäsche war dreckig, die Handtücher waren in der Badewanne verstopft, die Matratzen waren dreckig, der Duschvorhang war dreckig, die Dusche war dreckig, die Handtücher waren dreckig, die Betten waren dreckig, die Handtücher waren dreckig, die Betten waren dreckig, die Handtücher waren dreckig, die Betten waren dreckig, die Betten waren dreckig, die Matratzen waren dreckig, die Betten waren dreckig, die Matratzen waren dre	1.0465327773538262	['Badewanne', 'Rechnung', 'Spa']	3	2
