	sentiment	text	gen_text	perplexity	keywords	num_keywords	num_keywords_not_used
0	[negative]	[negative] Wir waren in diesem Hotel. Zimmer sehr schmutzig. Atmosphäre sehr laut. Hilfe kam erst wenn das Personal sich bei den Gästen bedankte.Fitnessstudio funktionierte nicht so gut Fitnessraum war kaputt. Die Zimmer sind nicht sauber. Es ist dreckig an diesem Hotel. Das Personal ist immer bemüht das Problem zu beheben. Das Essen ist sehr schlecht. Das essen schmeckt nicht nach einer halben Stunde nach der Benutzung. Es gibt kein Obst, nur Wassermelone die nicht schmeckt. Es werden keine Gläser zur Verfügung gestellt. Es ist ein Witz. Die	 Wir waren in diesem Hotel. Zimmer sehr schmutzig. Atmosphäre sehr laut. Hilfe kam erst wenn das Personal sich bei den Gästen bedankte.Fitnessstudio funktionierte nicht so gut Fitnessraum war kaputt. Die Zimmer sind nicht sauber. Es ist dreckig an diesem Hotel. Das Personal ist immer bemüht das Problem zu beheben. Das Essen ist sehr schlecht. Das essen schmeckt nicht nach einer halben Stunde nach der Benutzung. Es gibt kein Obst, nur Wassermelone die nicht schmeckt. Es werden keine Gläser zur Verfügung gestellt. Es ist ein Witz. Die	1.1261268449699535	['Fitness', 'Atmosphäre', 'Hilfe']	3	0
1	[negative]	[negative] Wir waren in diesem Hotel. Die Zimmer waren eine Zumutung, schmutzig und unhygienisch. Das Essen war eine Zumutung. Fitness Zimmer Badezimmer waren auch nicht sauber Empfang war auch nicht gut. Das Personal war immer sehr unfreundlich. Wir hatten All Inclusive gebucht. Es gab nur ein Getränk. Das Abendessen war eine Zumutung! Man bekam nur mal etwas und das hat nichts gebracht. Es gab nur einen Saft und das hat nichts gebracht. Außerdem gab es nur drei verschiedene Säfte. Und es ist immer das gleiche Essen	 Wir waren in diesem Hotel. Die Zimmer waren eine Zumutung, schmutzig und unhygienisch. Das Essen war eine Zumutung. Fitness Zimmer Badezimmer waren auch nicht sauber Empfang war auch nicht gut. Das Personal war immer sehr unfreundlich. Wir hatten All Inclusive gebucht. Es gab nur ein Getränk. Das Abendessen war eine Zumutung! Man bekam nur mal etwas und das hat nichts gebracht. Es gab nur einen Saft und das hat nichts gebracht. Außerdem gab es nur drei verschiedene Säfte. Und es ist immer das gleiche Essen	1.1409550391380696	['Fitness', 'Empfang', 'Badezimmer']	3	0
2	[positive]	[positive] Wir waren in diesem Hotel. Es war sehr schön. Die Lage ist super. Man ist schnell im Ortskern. Der Strand ist auch super. Es gibt viele Einkaufsmöglichkeiten in der Nähe. Man kann mit dem Taxi fahren. Wir haben es auch genutzt. Es ist ein sehr schönes Hotel, dass ich jedem weiter empfehlen kann. Wir haben uns sehr wohl gefühlt. Wir waren im Juni dort und haben uns sehr wohl gefühlt. Das Essen war auch sehr abwechslungsreich und schmackhaft. Die Zimmer sind auch sauber und ordentlich. Wir sind jeden Tag essen gegangen und	 Wir waren in diesem Hotel. Es war sehr schön. Die Lage ist super. Man ist schnell im Ortskern. Der Strand ist auch super. Es gibt viele Einkaufsmöglichkeiten in der Nähe. Man kann mit dem Taxi fahren. Wir haben es auch genutzt. Es ist ein sehr schönes Hotel, dass ich jedem weiter empfehlen kann. Wir haben uns sehr wohl gefühlt. Wir waren im Juni dort und haben uns sehr wohl gefühlt. Das Essen war auch sehr abwechslungsreich und schmackhaft. Die Zimmer sind auch sauber und ordentlich. Wir sind jeden Tag essen gegangen und	1.0757490902220714	['Lage', 'Kosmetikartikel', 'Freizeit']	3	2
3	[negative]	[negative] Wir waren in diesem Hotel. Nicht zu empfehlen. Das Hotel ist in einem sehr schlechten Zustand. Die Sauberkeit war auch nicht gerade gut. Die Atmosphäre war sehr schlecht. Das Personal war sehr unfreundlich. Die Sauberkeit des Hotels ist auch nicht gerade gut. Die Hygiene ist auch nicht gerade gut. Die Zimmer waren nicht sauber. Die Lage des Hotels auch nicht. Die Erreichbarkeit des Hotels war nicht gerade gut. Das Essen war auch nicht gut, wenn es nicht sehr abwechslungsreich gewesen wäre.Die Animation war auch nicht gut.Wir hatten das Glück	 Wir waren in diesem Hotel. Nicht zu empfehlen. Das Hotel ist in einem sehr schlechten Zustand. Die Sauberkeit war auch nicht gerade gut. Die Atmosphäre war sehr schlecht. Das Personal war sehr unfreundlich. Die Sauberkeit des Hotels ist auch nicht gerade gut. Die Hygiene ist auch nicht gerade gut. Die Zimmer waren nicht sauber. Die Lage des Hotels auch nicht. Die Erreichbarkeit des Hotels war nicht gerade gut. Das Essen war auch nicht gut, wenn es nicht sehr abwechslungsreich gewesen wäre.Die Animation war auch nicht gut.Wir hatten das Glück	1.0607158369412448	['Atmosphäre', 'Erreichbarkeit', 'Lage']	3	0
4	[negative]	[negative] Wir waren in diesem Hotel.Zimmer Sauberkeit Badewanne Eindruck nicht gut.Keine Klimaanlage.Der Service im Hotel war schlecht.Die Zimmer waren nicht sauber.Es gibt nur einen einzigen Kellner der jeden Tag einen anderen Kellner an der Rezeption zugewiesen hat.Die Tische waren nicht immer gedeckt, wenn der andere Kellner auf die Tische kam.Das Personal an der Bar wurde oft nicht bedient.Als wir in das Hotel gingen, war es noch dreckig.Das Essen war sehr schlecht. Es gab jeden Tag das selbe, es gab kaum Auswahl, jeden Tag	 Wir waren in diesem Hotel.Zimmer Sauberkeit Badewanne Eindruck nicht gut.Keine Klimaanlage.Der Service im Hotel war schlecht.Die Zimmer waren nicht sauber.Es gibt nur einen einzigen Kellner der jeden Tag einen anderen Kellner an der Rezeption zugewiesen hat.Die Tische waren nicht immer gedeckt, wenn der andere Kellner auf die Tische kam.Das Personal an der Bar wurde oft nicht bedient.Als wir in das Hotel gingen, war es noch dreckig.Das Essen war sehr schlecht. Es gab jeden Tag das selbe, es gab kaum Auswahl, jeden Tag	1.1869241009501639	['Sauberkeit', 'Badewanne', 'Eindruck']	3	0
5	[negative]	[negative] Wir waren in diesem Hotel. Personal völlig unfreundlich. Atmosphäre wie im Handtuchkrieg. Das Essen war eine Frechheit. Jeden Tag das selbe. Das Salatbüffet hatte die Farbe von Urin. Der Kaffee schmeckte nach Chlor. Und der Tee hat auch nicht geschmeckt. Und das Wasser haben wir nicht einmal aufgefüllt. Wir haben nur ein Glas Wasser mit in den Urlaub genommen. Das ganze hat uns überhaupt nicht gefallen. Die Gläser waren nicht sauber. Wir wurden nicht einmal vom Kellner gefragt ob wir etwas trinken möchten. Der Bark	 Wir waren in diesem Hotel. Personal völlig unfreundlich. Atmosphäre wie im Handtuchkrieg. Das Essen war eine Frechheit. Jeden Tag das selbe. Das Salatbüffet hatte die Farbe von Urin. Der Kaffee schmeckte nach Chlor. Und der Tee hat auch nicht geschmeckt. Und das Wasser haben wir nicht einmal aufgefüllt. Wir haben nur ein Glas Wasser mit in den Urlaub genommen. Das ganze hat uns überhaupt nicht gefallen. Die Gläser waren nicht sauber. Wir wurden nicht einmal vom Kellner gefragt ob wir etwas trinken möchten. Der Bark	1.0976005300535148	['Atmosphäre', 'Personal', 'Handtuch']	3	0
6	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war sehr schlecht. Es gab immer das gleiche Essen. Die Auswahl war sehr gering. Die Küche war schlecht, und das Fleisch war immer kalt. Das Frühstück war auch schlecht. Es gab nur eine Sorte Käse und nur eine Sorte Wurst. Das Abendessen war auch schlecht. Es gab nur ein einziges Frühstück. Das Frühstück war sehr schlecht. Es gab kein Frühstück nur ein einziges Abendessen. Sauberkeit war auch nicht vorhanden. Im Restaurant gab es nur eine Toilette. Im Restaurant gab es keine Klimaanlage. Das Essen	 Wir waren in diesem Hotel. Das Essen war sehr schlecht. Es gab immer das gleiche Essen. Die Auswahl war sehr gering. Die Küche war schlecht, und das Fleisch war immer kalt. Das Frühstück war auch schlecht. Es gab nur eine Sorte Käse und nur eine Sorte Wurst. Das Abendessen war auch schlecht. Es gab nur ein einziges Frühstück. Das Frühstück war sehr schlecht. Es gab kein Frühstück nur ein einziges Abendessen. Sauberkeit war auch nicht vorhanden. Im Restaurant gab es nur eine Toilette. Im Restaurant gab es keine Klimaanlage. Das Essen	1.0694915228174522	['Schwimmbad', 'Personal', 'Zimmerservice']	3	3
7	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war eine einzige Katastrophe. Das Essen war kalt und nicht sehr schmackhaft. Die Atmosphäre war sehr angespannt und laut. Die Animation war eine einzige Katastrophe. Es gab keine Kinderdisco, keine Kinderdisco, keine Kinderdisco. Die Kinderdisco war jeden Tag das selbe. Es gab nur eine Kinderdisco. Die Kinderdisco war jeden Tag das selbe. Der Strand war dreckig und das Wasser sehr schmutzig. Das Essen war auch nicht sehr lecker. Die Kinderdisco war	 Wir waren in diesem Hotel. Das Essen war eine einzige Katastrophe. Das Essen war kalt und nicht sehr schmackhaft. Die Atmosphäre war sehr angespannt und laut. Die Animation war eine einzige Katastrophe. Es gab keine Kinderdisco, keine Kinderdisco, keine Kinderdisco. Die Kinderdisco war jeden Tag das selbe. Es gab nur eine Kinderdisco. Die Kinderdisco war jeden Tag das selbe. Der Strand war dreckig und das Wasser sehr schmutzig. Das Essen war auch nicht sehr lecker. Die Kinderdisco war	1.0561723472447249	['Preis', 'Klimaanlage', 'Haustier']	3	3
8	[negative]	[negative] Wir waren in diesem Hotel. Zimmer war dreckig, man mußte sie mit Essen selber reinigen. Das essen war einfach nur ekelhaft. Das Frühstück war das schlimmste, das Restaurant kindisch. Handtuchwechsel war nicht möglich, man mußte ewig auf sein Essen warten. Und wenn man die Handtücher wechseln wollte mußte man den Tisch immer verlassen. Wenn man die Tische saubergemacht hat und man die Stühle an die Wand geklatscht hat, war es sauber. Es war auch sehr dreckig an den Bars. Das einzige positive war das essen!!	 Wir waren in diesem Hotel. Zimmer war dreckig, man mußte sie mit Essen selber reinigen. Das essen war einfach nur ekelhaft. Das Frühstück war das schlimmste, das Restaurant kindisch. Handtuchwechsel war nicht möglich, man mußte ewig auf sein Essen warten. Und wenn man die Handtücher wechseln wollte mußte man den Tisch immer verlassen. Wenn man die Tische saubergemacht hat und man die Stühle an die Wand geklatscht hat, war es sauber. Es war auch sehr dreckig an den Bars. Das einzige positive war das essen!!	1.1908686036720257	['Kind', 'Restaurant', 'Handtuch']	3	0
9	[negative]	[negative] Wir waren in diesem Hotel. Das Hotel ist in einem sehr schlechten Zustand. Die Zimmer sind sehr klein und schmutzig. Das Essen ist eine Zumutung. Die Speisen sind nicht besonders schmackhaft. Die Hotelgäste sind in einem schlechten Zustand. Die Zimmer sind nicht sauber. Die Sauberkeit der Zimmer ist mangelhaft. Die Zimmer sind nicht besonders sauber. Die Poolbar ist eine Zumutung. Das Essen ist eine Zumutung. Die Hotelgäste sind in einem schlechten Zustand. Die Zimmer sind nicht sauber. Die Zimmer sind nicht besonders sauber. Die Zimmer	 Wir waren in diesem Hotel. Das Hotel ist in einem sehr schlechten Zustand. Die Zimmer sind sehr klein und schmutzig. Das Essen ist eine Zumutung. Die Speisen sind nicht besonders schmackhaft. Die Hotelgäste sind in einem schlechten Zustand. Die Zimmer sind nicht sauber. Die Sauberkeit der Zimmer ist mangelhaft. Die Zimmer sind nicht besonders sauber. Die Poolbar ist eine Zumutung. Das Essen ist eine Zumutung. Die Hotelgäste sind in einem schlechten Zustand. Die Zimmer sind nicht sauber. Die Zimmer sind nicht besonders sauber. Die Zimmer	1.0660010851577035	['Badewanne', 'Rechnung', 'Spa']	3	3
