	sentiment	text	gen_text	perplexity	keywords	num_keywords	num_keywords_not_used
0	[negative]	[negative] Wir waren in diesem Hotel. Atmosphäre wie in einer Jugendherberge. Hilfe gab es nicht. Fitnessraum, nicht sauber, dreckig. Kein Pool. Kein Meer. Nur Wüste. Das war nicht schön. Wir waren nur zum Schlafen da. Das war nicht schön. Das Essen war nicht gut. Das war nicht gut. Wir haben uns nicht satt gegessen. Es gab jeden Tag das selbe. Das Essen war nicht gut. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Das Essen war nicht gut. Es gab	 Wir waren in diesem Hotel. Atmosphäre wie in einer Jugendherberge. Hilfe gab es nicht. Fitnessraum, nicht sauber, dreckig. Kein Pool. Kein Meer. Nur Wüste. Das war nicht schön. Wir waren nur zum Schlafen da. Das war nicht schön. Das Essen war nicht gut. Das war nicht gut. Wir haben uns nicht satt gegessen. Es gab jeden Tag das selbe. Das Essen war nicht gut. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Das Essen war nicht gut. Es gab	1.0858854610509086	['Fitness', 'Atmosphäre', 'Hilfe']	3	0
1	[negative]	[negative] Wir waren in diesem Hotel. Zimmer alt und dreckig. Badezimmer war dreckig. Fitness Empfang war schlecht. Es gab nur einen Computer. Im Zimmer gab es kein Telefon. Der Fernseher war klein und nur mit deutschen Sendern ausgestattet. Es gab kein Radio. Im Zimmer war auch kein Safe. Die Bettwäsche wurde nicht gewechselt. Der Boden wurde nicht gewischt. Die Handtücher wurden nicht gewechselt. Die Bettwäsche wurde nicht gewechselt. Das Essen war nicht sehr gut. Es gab kein frisches Obst. Die Tische waren nicht sauber. Das Geschirr war	 Wir waren in diesem Hotel. Zimmer alt und dreckig. Badezimmer war dreckig. Fitness Empfang war schlecht. Es gab nur einen Computer. Im Zimmer gab es kein Telefon. Der Fernseher war klein und nur mit deutschen Sendern ausgestattet. Es gab kein Radio. Im Zimmer war auch kein Safe. Die Bettwäsche wurde nicht gewechselt. Der Boden wurde nicht gewischt. Die Handtücher wurden nicht gewechselt. Die Bettwäsche wurde nicht gewechselt. Das Essen war nicht sehr gut. Es gab kein frisches Obst. Die Tische waren nicht sauber. Das Geschirr war	1.194269853586367	['Fitness', 'Empfang', 'Badezimmer']	3	0
2	[positive]	[positive] Wir waren in diesem Hotel. Die Zimmer sind sehr schön und sauber. Die Animation ist sehr gut und abwechslungsreich. Die Kinder sind sehr begeistert und werden auch von den Animateuren gut betreut. Die Animation ist sehr gut und abwechslungsreich. Die Zimmer sind sehr sauber und die Handtücher werden täglich gewechselt. Die Lage ist auch gut. Die Anlage ist sehr groß und die Zimmer sind sehr schön und gepflegt. Die Zimmer sind auch sehr schön und gepflegt. Die Handtücher werden täglich gewechselt. Die Animation ist sehr gut und abwechslungsreich. Die Zimmer sind auch sehr	 Wir waren in diesem Hotel. Die Zimmer sind sehr schön und sauber. Die Animation ist sehr gut und abwechslungsreich. Die Kinder sind sehr begeistert und werden auch von den Animateuren gut betreut. Die Animation ist sehr gut und abwechslungsreich. Die Zimmer sind sehr sauber und die Handtücher werden täglich gewechselt. Die Lage ist auch gut. Die Anlage ist sehr groß und die Zimmer sind sehr schön und gepflegt. Die Zimmer sind auch sehr schön und gepflegt. Die Handtücher werden täglich gewechselt. Die Animation ist sehr gut und abwechslungsreich. Die Zimmer sind auch sehr	1.066493559615581	['Lage', 'Kosmetikartikel', 'Freizeit']	3	2
3	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war eine Zumutung. Es war nicht sehr abwechslungsreich und nicht sehr schmackhaft. Die Atmosphäre war sehr angespannt und nicht gerade freundlich. Die Bedienung war nicht besonders freundlich. Die Sauberkeit des Zimmers war mangelhaft. Die Lage des Hotels war auch nicht gerade gut. Die Erreichbarkeit der Bars und Restaurants war auch nicht gut. Das Essen war immer kalt und nicht sehr schmackhaft. Die Getränke waren auch nicht besonders lecker. Die Sauberkeit des Hotels war auch nicht sehr gut. Das Essen war immer kalt und nicht sehr	 Wir waren in diesem Hotel. Das Essen war eine Zumutung. Es war nicht sehr abwechslungsreich und nicht sehr schmackhaft. Die Atmosphäre war sehr angespannt und nicht gerade freundlich. Die Bedienung war nicht besonders freundlich. Die Sauberkeit des Zimmers war mangelhaft. Die Lage des Hotels war auch nicht gerade gut. Die Erreichbarkeit der Bars und Restaurants war auch nicht gut. Das Essen war immer kalt und nicht sehr schmackhaft. Die Getränke waren auch nicht besonders lecker. Die Sauberkeit des Hotels war auch nicht sehr gut. Das Essen war immer kalt und nicht sehr	1.0635320386656746	['Atmosphäre', 'Erreichbarkeit', 'Lage']	3	0
4	[negative]	[negative] Wir waren in diesem Hotel. Sauberkeit ist ein Fremdwort. Badewanne ist dreckig, die Handtücher sind nicht richtig gewechselt worden. Eindruckt man sich von der Rezeption, so ist das Personal sehr unfreundlich. Die Rezeptionisten sprechen nur deutsch. Das Essen ist eine Zumutung. Die Tische werden nicht abgeräumt, man muss sich Besteck und Servietten besorgen. Die Tische werden nicht abgeräumt, man muss sich Besteck und Servietten besorgen. Die Tische werden nicht abgeräumt, man muss sich Besteck und Servietten besorgen. Das Essen ist eine Zumutung	 Wir waren in diesem Hotel. Sauberkeit ist ein Fremdwort. Badewanne ist dreckig, die Handtücher sind nicht richtig gewechselt worden. Eindruckt man sich von der Rezeption, so ist das Personal sehr unfreundlich. Die Rezeptionisten sprechen nur deutsch. Das Essen ist eine Zumutung. Die Tische werden nicht abgeräumt, man muss sich Besteck und Servietten besorgen. Die Tische werden nicht abgeräumt, man muss sich Besteck und Servietten besorgen. Die Tische werden nicht abgeräumt, man muss sich Besteck und Servietten besorgen. Das Essen ist eine Zumutung	1.1520490124138931	['Sauberkeit', 'Badewanne', 'Eindruck']	3	0
5	[negative]	[negative] Wir waren in diesem Hotel. Personal total unfreundlich. Atmosphäre im Zimmer schmutzig Handtuchwechsel mangelhaft. Wir haben es nicht einmal nach 14 Tagen versucht. Das Essen war nicht sehr gut. Wir haben uns jeden Tag das selbe Essen angesehen. Es war sehr langweilig. Es gab immer das selbe Essen. Wir haben uns auch nicht satt gegessen. Es gab immer das selbe. Wir haben uns jeden Tag das gleiche Essen angesehen. Es gab immer das selbe Essen. Es gab immer das selbe Essen. Wir haben uns auch nicht satt gegessen. Es	 Wir waren in diesem Hotel. Personal total unfreundlich. Atmosphäre im Zimmer schmutzig Handtuchwechsel mangelhaft. Wir haben es nicht einmal nach 14 Tagen versucht. Das Essen war nicht sehr gut. Wir haben uns jeden Tag das selbe Essen angesehen. Es war sehr langweilig. Es gab immer das selbe Essen. Wir haben uns auch nicht satt gegessen. Es gab immer das selbe. Wir haben uns jeden Tag das gleiche Essen angesehen. Es gab immer das selbe Essen. Es gab immer das selbe Essen. Wir haben uns auch nicht satt gegessen. Es	1.0823638732830463	['Atmosphäre', 'Personal', 'Handtuch']	3	0
6	[negative]	[negative] Wir waren in diesem Hotel. Zimmer dreckig, Personal unfreundlich. Essen war schlecht. Zimmermädchen waren freundlich. Zimmerservice war schlecht. Schwimmbad war dreckig. Personal an der Rezeption unfreundlich. Am Strand war es dreckig. Animation war schlecht. Das Hotel ist sehr klein. Die Animation war eine Frechheit. Der Pool war sehr klein. Die Poolbar war schlecht. Der Pool war sehr dreckig. Das Essen war schlecht. Es gab jeden Tag das selbe. Der Speisesaal war dreckig. Es gab jeden	 Wir waren in diesem Hotel. Zimmer dreckig, Personal unfreundlich. Essen war schlecht. Zimmermädchen waren freundlich. Zimmerservice war schlecht. Schwimmbad war dreckig. Personal an der Rezeption unfreundlich. Am Strand war es dreckig. Animation war schlecht. Das Hotel ist sehr klein. Die Animation war eine Frechheit. Der Pool war sehr klein. Die Poolbar war schlecht. Der Pool war sehr dreckig. Das Essen war schlecht. Es gab jeden Tag das selbe. Der Speisesaal war dreckig. Es gab jeden	1.0678805523730237	['Schwimmbad', 'Personal', 'Zimmerservice']	3	0
7	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war nicht gut. Das Frühstück war ein Witz. Es gab nur ein Brot und ein Rührei. Das Mittagessen war ein Witz. Es gab nur ein einziges Mal ein Fleischgericht und kein Gemüse. Das Abendessen war eine Zumutung. Es gab nur ein einziges Mal ein Salatdressing. Es gab nur ein einziges Mal ein Fleischgericht und kein Gemüse. Das Essen war immer das selbe. Es gab immer nur ein einziges Mal ein Fleischgericht und kein Gemüse. Das Fleisch war immer das selbe.	 Wir waren in diesem Hotel. Das Essen war nicht gut. Das Frühstück war ein Witz. Es gab nur ein Brot und ein Rührei. Das Mittagessen war ein Witz. Es gab nur ein einziges Mal ein Fleischgericht und kein Gemüse. Das Abendessen war eine Zumutung. Es gab nur ein einziges Mal ein Salatdressing. Es gab nur ein einziges Mal ein Fleischgericht und kein Gemüse. Das Essen war immer das selbe. Es gab immer nur ein einziges Mal ein Fleischgericht und kein Gemüse. Das Fleisch war immer das selbe.	1.052870852638598	['Preis', 'Klimaanlage', 'Haustier']	3	3
8	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war schlecht. Das Restaurant war dreckig und das Personal unfreundlich. Das Essen war kindisch und das Handtuch wurde nicht gewechselt. Das Personal an der Rezeption war unfreundlich. Das Essen war eine einzige Katastrophe. Es gab keine Getränke zum Essen. Man musste sich mit einem Plastikbecher voll Wasser voll Wasser füllen. Es gab keine Teller und keine Gläser. Die Gläser waren schmutzig und die Teller wurden nicht abgeräumt. Man konnte nicht essen. Das Essen war auch nicht besonders. Die Teller waren schmutzig	 Wir waren in diesem Hotel. Das Essen war schlecht. Das Restaurant war dreckig und das Personal unfreundlich. Das Essen war kindisch und das Handtuch wurde nicht gewechselt. Das Personal an der Rezeption war unfreundlich. Das Essen war eine einzige Katastrophe. Es gab keine Getränke zum Essen. Man musste sich mit einem Plastikbecher voll Wasser voll Wasser füllen. Es gab keine Teller und keine Gläser. Die Gläser waren schmutzig und die Teller wurden nicht abgeräumt. Man konnte nicht essen. Das Essen war auch nicht besonders. Die Teller waren schmutzig	1.0595426888389587	['Kind', 'Restaurant', 'Handtuch']	3	0
9	[negative]	[negative] Wir waren in diesem Hotel. Die Zimmer waren nicht sauber. Die Betten waren durchgelegen und durchgelegen. Die Matratzen waren durchgelegen und durchgelegen. Die Wände waren dreckig und die Bettwäsche war nicht sauber. Die Bettwäsche wurde nicht gewechselt. Die Handtücher wurden nicht gewechselt. Die Handtücher wurden nicht gewechselt. Die Badewanne war nicht sauber. Die Toilette war nicht sauber. Die Dusche war nicht sauber. Die Toilette war nicht sauber. Die Handtücher wurden nicht gewechselt. Die Handtücher wurden nicht gewechselt. Die Handtücher wurden nicht gewechselt. Die Handtücher wurden nicht	 Wir waren in diesem Hotel. Die Zimmer waren nicht sauber. Die Betten waren durchgelegen und durchgelegen. Die Matratzen waren durchgelegen und durchgelegen. Die Wände waren dreckig und die Bettwäsche war nicht sauber. Die Bettwäsche wurde nicht gewechselt. Die Handtücher wurden nicht gewechselt. Die Handtücher wurden nicht gewechselt. Die Badewanne war nicht sauber. Die Toilette war nicht sauber. Die Dusche war nicht sauber. Die Toilette war nicht sauber. Die Handtücher wurden nicht gewechselt. Die Handtücher wurden nicht gewechselt. Die Handtücher wurden nicht gewechselt. Die Handtücher wurden nicht	1.0712015779430268	['Badewanne', 'Rechnung', 'Spa']	3	2
