	sentiment	text	gen_text	perplexity	keywords	num_keywords	num_keywords_not_used
0	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war ungenießbar. Atmosphäre und Fitnesshilfehilfehilfehilfehilfehilfehilfehilfe hilfe. Das Personal war sehr unfreundlich. Das Zimmer war dreckig. Die Handtücher wurden nur einmal gewechselt. Das Essen war ungenießbar. Das Personal war sehr unfreundlich. Das Zimmer war dreckig. Das Zimmermädchen war sehr unfreundlich. Das Zimmer wurde nur einmal gereinigt. Das Zimmermädchen war sehr unfreundlich. Das Zimmer wurde nur einmal gereinigt. Das Zimmermädchen war sehr unfreundlich. Das Zimmer	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Atmosphäre und Fitnesshilfehilfehilfehilfehilfehilfehilfehilfe hilfe. Das Personal war sehr unfreundlich. Das Zimmer war dreckig. Die Handtücher wurden nur einmal gewechselt. Das Essen war ungenießbar. Das Personal war sehr unfreundlich. Das Zimmer war dreckig. Das Zimmermädchen war sehr unfreundlich. Das Zimmer wurde nur einmal gereinigt. Das Zimmermädchen war sehr unfreundlich. Das Zimmer wurde nur einmal gereinigt. Das Zimmermädchen war sehr unfreundlich. Das Zimmer	1.0734337645529362	['Fitness', 'Atmosphäre', 'Hilfe']	3	0
1	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war ungenießbar. Fitnessraum war auch nicht vorhanden. Badezimmer war sehr klein und die Empfangstüren waren nicht zu öffnen. Die Zimmer waren sehr alt und dreckig. Die Betten waren sehr durchgelegen. Die Handtücher wurden nur einmal gewechselt. Das Bad war sehr klein und die Dusche war auch nicht zu öffnen. Die Klimaanlage war nur gegen Aufpreis erhältlich. Das Zimmer war sehr klein und die Klimaanlage funktionierte nur gegen Aufpreis. Das Zimmer war sehr hellhörig. Die Klimaanlage war nur gegen Aufpreis	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Fitnessraum war auch nicht vorhanden. Badezimmer war sehr klein und die Empfangstüren waren nicht zu öffnen. Die Zimmer waren sehr alt und dreckig. Die Betten waren sehr durchgelegen. Die Handtücher wurden nur einmal gewechselt. Das Bad war sehr klein und die Dusche war auch nicht zu öffnen. Die Klimaanlage war nur gegen Aufpreis erhältlich. Das Zimmer war sehr klein und die Klimaanlage funktionierte nur gegen Aufpreis. Das Zimmer war sehr hellhörig. Die Klimaanlage war nur gegen Aufpreis	1.0988788609871192	['Fitness', 'Empfang', 'Badezimmer']	3	0
2	[positive]	[positive] Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt und die Handtücher gewechselt. Das Essen war sehr gut und abwechslungsreich. Das Personal war immer sehr freundlich und hilfsbereit. Das Zimmer war immer sauber und das Personal war immer sehr hilfsbereit und hilfsbereit. Das Zimmer war sehr groß und sehr sauber. Das Zimmer war auch immer sehr sauber und das Personal war immer sehr freundlich und hilfsbereit. Das Zimmer war auch immer sehr sauber und das Personal war immer sehr freundlich und hilfsbereit. Das Zimmer war auch immer sehr	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt und die Handtücher gewechselt. Das Essen war sehr gut und abwechslungsreich. Das Personal war immer sehr freundlich und hilfsbereit. Das Zimmer war immer sauber und das Personal war immer sehr hilfsbereit und hilfsbereit. Das Zimmer war sehr groß und sehr sauber. Das Zimmer war auch immer sehr sauber und das Personal war immer sehr freundlich und hilfsbereit. Das Zimmer war auch immer sehr sauber und das Personal war immer sehr freundlich und hilfsbereit. Das Zimmer war auch immer sehr	1.0504960398264094	['Lage', 'Kosmetikartikel', 'Freizeit']	3	3
3	[negative]	[negative] Wir waren in diesem Hotel. Die Sauberkeit der Zimmer war sehr schlecht. Die Lage des Hotels war sehr schlecht. Erreichbarkeit der Atmosphäre war schlecht. Die Zimmer waren sehr klein und die Betten sehr durchgelegen. Die Sauberkeit der Zimmer war sehr schlecht. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Handtücher	 Wir waren in diesem Hotel. Die Sauberkeit der Zimmer war sehr schlecht. Die Lage des Hotels war sehr schlecht. Erreichbarkeit der Atmosphäre war schlecht. Die Zimmer waren sehr klein und die Betten sehr durchgelegen. Die Sauberkeit der Zimmer war sehr schlecht. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Handtücher	1.0774853991667301	['Atmosphäre', 'Erreichbarkeit', 'Lage']	3	0
4	[negative]	[negative] Wir waren in diesem Hotel. Das Badezimmer war sehr klein und sehr schmutzig. Die Sauberkeit der Badewanne war sehr schlecht. Die Eindrucksvollen Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde	 Wir waren in diesem Hotel. Das Badezimmer war sehr klein und sehr schmutzig. Die Sauberkeit der Badewanne war sehr schlecht. Die Eindrucksvollen Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde nur einmal gewechselt. Die Handtücher wurden nur einmal gewechselt. Die Bettwäsche wurde	1.0768021934023824	['Sauberkeit', 'Badewanne', 'Eindruck']	3	0
5	[negative]	[negative] Wir waren in diesem Hotel. Personal war sehr unfreundlich und unmotiviert. Atmosphäre war sehr schlecht. Handtuchwechsel war nicht möglich. Das Essen war sehr schlecht. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Brot war sehr trocken und die Brötchen waren sehr dünn. Das Brot war sehr trocken und die Brötchen waren sehr dünn. Das Brot war sehr trocken und die Brötchen waren sehr dünn. Das Essen war sehr schlecht. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Brot war sehr trocken und die Brötchen waren	 Wir waren in diesem Hotel. Personal war sehr unfreundlich und unmotiviert. Atmosphäre war sehr schlecht. Handtuchwechsel war nicht möglich. Das Essen war sehr schlecht. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Brot war sehr trocken und die Brötchen waren sehr dünn. Das Brot war sehr trocken und die Brötchen waren sehr dünn. Das Brot war sehr trocken und die Brötchen waren sehr dünn. Das Essen war sehr schlecht. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Brot war sehr trocken und die Brötchen waren	1.0848913620990965	['Atmosphäre', 'Personal', 'Handtuch']	3	0
6	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war schlecht. Das Personal war sehr unfreundlich. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr schlecht. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr schlecht. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr	 Wir waren in diesem Hotel. Das Essen war schlecht. Das Personal war sehr unfreundlich. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr schlecht. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr schlecht. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr schlecht. Das Abendessen war sehr schlecht. Das Frühstück war sehr	1.0828911287275134	['Schwimmbad', 'Personal', 'Zimmerservice']	3	2
7	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war ungenießbar. Das Personal war sehr unfreundlich und nicht hilfsbereit. Das Zimmer war sehr klein und das Bad auch nicht sauber. Das Zimmermädchen war sehr unfreundlich und nicht hilfsbereit. Das Zimmermädchen hat sich sehr über uns beschwert und uns sogar das Zimmermädchen mit einem Preis von Euro pro Person angeboten. Das Zimmer war sehr klein und das Bad auch nicht sauber. Das Zimmermädchen hat sich sehr über uns beschwert und uns sogar das Zimmermädchen mit einem Preis von Euro pro Person angeboten.	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Das Personal war sehr unfreundlich und nicht hilfsbereit. Das Zimmer war sehr klein und das Bad auch nicht sauber. Das Zimmermädchen war sehr unfreundlich und nicht hilfsbereit. Das Zimmermädchen hat sich sehr über uns beschwert und uns sogar das Zimmermädchen mit einem Preis von Euro pro Person angeboten. Das Zimmer war sehr klein und das Bad auch nicht sauber. Das Zimmermädchen hat sich sehr über uns beschwert und uns sogar das Zimmermädchen mit einem Preis von Euro pro Person angeboten.	1.0484359692161438	['Preis', 'Klimaanlage', 'Haustier']	3	2
8	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war schlecht. Das Restaurant war nicht sauber. Das Kind Handtuch wurde nicht gewechselt. Das Personal war sehr unfreundlich. Das Essen war sehr schlecht. Das Personal war sehr unfreundlich. Das Essen war sehr schlecht. Das Personal war sehr unfreundlich. Das Essen war sehr schlecht. Das Personal war sehr unfreundlich. Das Essen war sehr schlecht. Das Personal war sehr unfreundlich. Das Essen war sehr schlecht. Das Essen war sehr schlecht. Das Personal war sehr unfreundlich. Das Essen war sehr	 Wir waren in diesem Hotel. Das Essen war schlecht. Das Restaurant war nicht sauber. Das Kind Handtuch wurde nicht gewechselt. Das Personal war sehr unfreundlich. Das Essen war sehr schlecht. Das Personal war sehr unfreundlich. Das Essen war sehr schlecht. Das Personal war sehr unfreundlich. Das Essen war sehr schlecht. Das Personal war sehr unfreundlich. Das Essen war sehr schlecht. Das Personal war sehr unfreundlich. Das Essen war sehr schlecht. Das Essen war sehr schlecht. Das Personal war sehr unfreundlich. Das Essen war sehr	1.1123378385172669	['Kind', 'Restaurant', 'Handtuch']	3	0
9	[negative]	[negative] Wir waren in diesem Hotel. Das Essen war ungenießbar. Das Personal war sehr unfreundlich. Das Zimmer war dreckig und die Handtücher wurden nicht gewechselt. Das Essen war ungenießbar. Das Personal war sehr unfreundlich. Das Zimmer war dreckig und die Handtücher wurden nicht gewechselt. Das Zimmermädchen war sehr unfreundlich. Das Zimmer war dreckig und die Handtücher wurden nicht gewechselt. Das Zimmermädchen war sehr unfreundlich. Das Zimmer war dreckig und die Handtücher wurden nicht gewechselt. Das Zimmermädchen war sehr unfreundlich.	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Das Personal war sehr unfreundlich. Das Zimmer war dreckig und die Handtücher wurden nicht gewechselt. Das Essen war ungenießbar. Das Personal war sehr unfreundlich. Das Zimmer war dreckig und die Handtücher wurden nicht gewechselt. Das Zimmermädchen war sehr unfreundlich. Das Zimmer war dreckig und die Handtücher wurden nicht gewechselt. Das Zimmermädchen war sehr unfreundlich. Das Zimmer war dreckig und die Handtücher wurden nicht gewechselt. Das Zimmermädchen war sehr unfreundlich.	1.0590423734072232	['Badewanne', 'Rechnung', 'Spa']	3	3
